"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","description","entrez","ensembl","result"
1641.62378868656,-0.466794886389272,0.139677626440466,-3.34194457827669,0.00083193669992921,0.0158233026104559,"Sema7a","sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A","20361","ENSMUSG00000038264","HPP_vs_STR_H3K27me3"
482.081499499504,-0.466722918241977,0.159342880645422,-2.92904782662084,0.00340002102751136,0.0389400973863682,"Baat","bile acid-Coenzyme A: amino acid N-acyltransferase","12012","ENSMUSG00000039653","HPP_vs_STR_H3K27me3"
1491.19597053846,-0.465007012060456,0.123787986037102,-3.75647933977279,0.000172320490285277,0.00505057957783684,"Wdr76","WD repeat domain 76","241627","ENSMUSG00000027242","HPP_vs_STR_H3K27me3"
1087.46874236425,-0.463288028169077,0.123678204820857,-3.74591488322564,0.000179737530153179,0.0051758915937898,"Lcn3","lipocalin 3","16820","ENSMUSG00000026936","HPP_vs_STR_H3K27me3"
869.578796554018,-0.462253052062573,0.147227067119232,-3.13972872724699,0.00169104346198492,0.0255675675670257,"Fbln1","fibulin 1","14114","ENSMUSG00000006369","HPP_vs_STR_H3K27me3"
349.004257877085,-0.459834937362307,0.158358543655124,-2.90375831166864,0.00368712670670602,0.0409041407681664,"Chil5","chitinase-like 5","229687","ENSMUSG00000043873","HPP_vs_STR_H3K27me3"
607.792021654471,-0.453542202968865,0.137668312049378,-3.29445604596497,0.000986123656819426,0.017660875391966,"Dmrt1i","Dmrt1 interacting ncRNA","100579137","ENSMUSG00000104600","HPP_vs_STR_H3K27me3"
1074.68415455077,-0.45066793166247,0.130897236482645,-3.44291402761754,0.00057548222739648,0.0124079975268633,"Mir100","microRNA 100","723892","ENSMUSG00000093011","HPP_vs_STR_H3K27me3"
656.075598701451,-0.450129972902294,0.127772725155206,-3.5228956129371,0.000426859448576023,0.00985546715458714,"Wipf3","WAS/WASL interacting protein family, member 3","330319","ENSMUSG00000086040","HPP_vs_STR_H3K27me3"
1449.77112319502,-0.449919828701139,0.139303760157291,-3.22977519194833,0.00123887590092101,0.0206368968161642,"Mir7226","microRNA 7226","102466820","ENSMUSG00000098596","HPP_vs_STR_H3K27me3"
459.609158848985,-0.449739307222413,0.140565829029181,-3.19949243943952,0.0013766979804665,0.0223358567241251,"Cyp4f15","cytochrome P450, family 4, subfamily f, polypeptide 15","106648","ENSMUSG00000073424","HPP_vs_STR_H3K27me3"
2211.90789102679,-0.447215425009422,0.107364681123458,-4.16538679507809,3.10825129451843e-05,0.00147978837321935,"Mir100hg","Mir100 Mirlet7a-2 Mir125b-1 cluster host gene","73144","ENSMUSG00000074415","HPP_vs_STR_H3K27me3"
1889.24336724416,-0.442364465237483,0.106209582078422,-4.16501464915713,3.11332573585758e-05,0.00147978837321935,"Nedd9","neural precursor cell expressed, developmentally down-regulated gene 9","18003","ENSMUSG00000021365","HPP_vs_STR_H3K27me3"
647.915161915101,-0.442256496884171,0.127521889003954,-3.4680830117758,0.000524185338139205,0.0115907175451026,"Acsbg1","acyl-CoA synthetase bubblegum family member 1","94180","ENSMUSG00000032281","HPP_vs_STR_H3K27me3"
847.205689720563,-0.442127802798864,0.12964955999096,-3.41017588358722,0.000649209976864328,0.0135772842645381,"Or13p10","olfactory receptor family 13 subfamily P member 10","18363","ENSMUSG00000043698","HPP_vs_STR_H3K27me3"
