"","Dataset","Region","Comparison","ontology","parent","score","parentTerm"
"640","VTA vs HPP","VTA","HPP","BP","GO:0001525",2.20936350083999,"angiogenesis"
"641","VTA vs HPP","VTA","HPP","BP","GO:0001660",2.04294877718656,"fever generation"
"642","VTA vs HPP","VTA","HPP","BP","GO:0001776",4.93150963184588,"leukocyte homeostasis"
"643","VTA vs HPP","VTA","HPP","BP","GO:0001819",5.37373887185793,"positive regulation of cytokine production"
"644","VTA vs HPP","VTA","HPP","BP","GO:0001878",1.95353019941246,"response to yeast"
"645","VTA vs HPP","VTA","HPP","BP","GO:0001912",2.29889136266199,"positive regulation of leukocyte mediated cytotoxicity"
"646","VTA vs HPP","VTA","HPP","BP","GO:0002251",2.36592370403541,"organ or tissue specific immune response"
"647","VTA vs HPP","VTA","HPP","BP","GO:0002274",5.44215466530581,"myeloid leukocyte activation"
"648","VTA vs HPP","VTA","HPP","BP","GO:0002367",2.61959094815701,"cytokine production involved in immune response"
"649","VTA vs HPP","VTA","HPP","BP","GO:0002526",5.40272828260947,"acute inflammatory response"
"650","VTA vs HPP","VTA","HPP","BP","GO:0002699",4.96031001413446,"positive regulation of immune effector process"
"651","VTA vs HPP","VTA","HPP","BP","GO:0006959",5.59669707612741,"humoral immune response"
"652","VTA vs HPP","VTA","HPP","BP","GO:0006968",1.87986166285025,"cellular defense response"
"653","VTA vs HPP","VTA","HPP","BP","GO:0007159",5.94971606819822,"leukocyte cell-cell adhesion"
"654","VTA vs HPP","VTA","HPP","BP","GO:0007346",1.31019972332881,"regulation of mitotic cell cycle"
"655","VTA vs HPP","VTA","HPP","BP","GO:0008037",1.62140326092191,"cell recognition"
"656","VTA vs HPP","VTA","HPP","BP","GO:0008360",1.32781961166566,"regulation of cell shape"
"657","VTA vs HPP","VTA","HPP","BP","GO:0010466",5.94971606819822,"negative regulation of peptidase activity"
"658","VTA vs HPP","VTA","HPP","BP","GO:0030574",1.89424754174713,"collagen catabolic process"
"659","VTA vs HPP","VTA","HPP","BP","GO:0030595",4.28604293104529,"leukocyte chemotaxis"
"660","VTA vs HPP","VTA","HPP","BP","GO:0031214",1.30165759679999,"biomineral tissue development"
"661","VTA vs HPP","VTA","HPP","BP","GO:0031349",5.88125166213562,"positive regulation of defense response"
"662","VTA vs HPP","VTA","HPP","BP","GO:0034405",1.33640387188944,"response to fluid shear stress"
"663","VTA vs HPP","VTA","HPP","BP","GO:0035821",2.65412917852818,"modulation of process of another organism"
"664","VTA vs HPP","VTA","HPP","BP","GO:0042060",3.34349159809736,"wound healing"
"665","VTA vs HPP","VTA","HPP","BP","GO:0042092",1.50187674606163,"type 2 immune response"
"666","VTA vs HPP","VTA","HPP","BP","GO:0042129",3.72137198239111,"regulation of T cell proliferation"
"667","VTA vs HPP","VTA","HPP","BP","GO:0042742",4.74947466068272,"defense response to bacterium"
"668","VTA vs HPP","VTA","HPP","BP","GO:0043491",1.92833485279812,"protein kinase B signaling"
"669","VTA vs HPP","VTA","HPP","BP","GO:0043618",1.34263727429933,"regulation of transcription from RNA polymerase II promoter in response to stress"
"670","VTA vs HPP","VTA","HPP","BP","GO:0044283",1.78532255124393,"small molecule biosynthetic process"
"671","VTA vs HPP","VTA","HPP","BP","GO:0045071",1.3934608020799,"negative regulation of viral genome replication"
"672","VTA vs HPP","VTA","HPP","BP","GO:0045429",3.93983749837945,"positive regulation of nitric oxide biosynthetic process"
"673","VTA vs HPP","VTA","HPP","BP","GO:0045837",1.67262931894446,"negative regulation of membrane potential"
"674","VTA vs HPP","VTA","HPP","BP","GO:0045861",5.91309127094054,"negative regulation of proteolysis"
"675","VTA vs HPP","VTA","HPP","BP","GO:0048147",1.52621715046823,"negative regulation of fibroblast proliferation"
"676","VTA vs HPP","VTA","HPP","BP","GO:0048771",2.04497783541135,"tissue remodeling"
"677","VTA vs HPP","VTA","HPP","BP","GO:0050764",2.61959094815701,"regulation of phagocytosis"
"678","VTA vs HPP","VTA","HPP","BP","GO:0050778",5.88125166213562,"positive regulation of immune response"
"679","VTA vs HPP","VTA","HPP","BP","GO:0050867",5.88125166213562,"positive regulation of cell activation"
"680","VTA vs HPP","VTA","HPP","BP","GO:0051384",1.56935599341754,"response to glucocorticoid"
"681","VTA vs HPP","VTA","HPP","BP","GO:0060009",1.67262931894446,"Sertoli cell development"
"682","VTA vs HPP","VTA","HPP","BP","GO:0097193",2.56412419402395,"intrinsic apoptotic signaling pathway"
"683","VTA vs HPP","VTA","HPP","BP","GO:0097530",5.68768229171585,"granulocyte migration"
"684","VTA vs HPP","VTA","HPP","BP","GO:1903131",3.82123560103653,"mononuclear cell differentiation"
"685","VTA vs HPP","VTA","HPP","BP","GO:2000271",1.95353019941246,"positive regulation of fibroblast apoptotic process"
"686","VTA vs HPP","VTA","HPP","CC","GO:0001533",1.803393269563,"cornified envelope"
"687","VTA vs HPP","VTA","HPP","CC","GO:0009897",10.0728029020261,"external side of plasma membrane"
"688","VTA vs HPP","VTA","HPP","CC","GO:0031225",1.35036178511705,"anchored component of membrane"
"689","VTA vs HPP","VTA","HPP","CC","GO:0042581",2.74643731574062,"specific granule"
"690","VTA vs HPP","VTA","HPP","CC","GO:1905286",2.74643731574062,"serine-type peptidase complex"
"691","VTA vs HPP","VTA","HPP","MF","GO:0004252",2.45015351793968,"serine-type endopeptidase activity"
"692","VTA vs HPP","VTA","HPP","MF","GO:0004857",3.92848681023058,"enzyme inhibitor activity"
"693","VTA vs HPP","VTA","HPP","MF","GO:0008157",1.77017395201496,"protein phosphatase 1 binding"
"694","VTA vs HPP","VTA","HPP","MF","GO:0016209",1.55914512587348,"antioxidant activity"
"695","VTA vs HPP","VTA","HPP","MF","GO:0019865",2.30241046595181,"immunoglobulin binding"
"696","VTA vs HPP","VTA","HPP","MF","GO:0023023",1.41124717608599,"MHC protein complex binding"
"697","VTA vs HPP","VTA","HPP","MF","GO:0030246",3.04688988779148,"carbohydrate binding"
"698","VTA vs HPP","VTA","HPP","MF","GO:0042288",1.79932075898335,"MHC class I protein binding"
"699","VTA vs HPP","VTA","HPP","MF","GO:0043394",1.50094213096359,"proteoglycan binding"
"700","VTA vs HPP","VTA","HPP","MF","GO:0048306",3.08165835701971,"calcium-dependent protein binding"
"701","VTA vs HPP","VTA","HPP","MF","GO:0140375",2.19478182590139,"immune receptor activity"
"702","VTA vs PFC","VTA","PFC","BP","GO:0006631",2.0227570198692,"fatty acid metabolic process"
"703","VTA vs PFC","VTA","PFC","BP","GO:0007422",1.45445165530661,"peripheral nervous system development"
"704","VTA vs PFC","VTA","PFC","BP","GO:0008366",5.72476443914472,"axon ensheathment"
"705","VTA vs PFC","VTA","PFC","BP","GO:0008406",1.71600230362311,"gonad development"
"706","VTA vs PFC","VTA","PFC","BP","GO:0010951",1.41823107417214,"negative regulation of endopeptidase activity"
"707","VTA vs PFC","VTA","PFC","BP","GO:0031649",1.81687179153685,"heat generation"
"708","VTA vs PFC","VTA","PFC","BP","GO:0033002",1.45445165530661,"muscle cell proliferation"
"709","VTA vs PFC","VTA","PFC","BP","GO:0035914",2.22466211417752,"skeletal muscle cell differentiation"
"710","VTA vs PFC","VTA","PFC","BP","GO:0042698",1.55843344733606,"ovulation cycle"
"711","VTA vs PFC","VTA","PFC","BP","GO:0043618",2.03901935292517,"regulation of transcription from RNA polymerase II promoter in response to stress"
"712","VTA vs PFC","VTA","PFC","BP","GO:0044070",1.39214994193278,"regulation of anion transport"
"713","VTA vs PFC","VTA","PFC","BP","GO:0045109",1.45445165530661,"intermediate filament organization"
"714","VTA vs PFC","VTA","PFC","BP","GO:0046461",1.81687179153685,"neutral lipid catabolic process"
"715","VTA vs PFC","VTA","PFC","BP","GO:0048285",1.97636626721318,"organelle fission"
"716","VTA vs PFC","VTA","PFC","BP","GO:0048608",1.64873539535833,"reproductive structure development"
"717","VTA vs PFC","VTA","PFC","BP","GO:0048709",8.7885624141819,"oligodendrocyte differentiation"
"718","VTA vs PFC","VTA","PFC","BP","GO:0050995",1.49636294905924,"negative regulation of lipid catabolic process"
"719","VTA vs PFC","VTA","PFC","BP","GO:0051231",3.9174056949695,"spindle elongation"
"720","VTA vs PFC","VTA","PFC","BP","GO:0061564",1.34205055631995,"axon development"
"721","VTA vs PFC","VTA","PFC","BP","GO:0099612",2.78934306705849,"protein localization to axon"
"722","VTA vs PFC","VTA","PFC","BP","GO:0140013",1.87618034568689,"meiotic nuclear division"
"723","VTA vs PFC","VTA","PFC","CC","GO:0005874",1.87112389765145,"microtubule"
"724","VTA vs PFC","VTA","PFC","CC","GO:0005875",1.53102580640924,"microtubule associated complex"
"725","VTA vs PFC","VTA","PFC","CC","GO:0043209",4.33908186175807,"myelin sheath"
"726","VTA vs PFC","VTA","PFC","CC","GO:0044304",4.37399368047414,"main axon"
"727","VTA vs PFC","VTA","PFC","CC","GO:0045121",1.47637572937701,"membrane raft"
"728","VTA vs PFC","VTA","PFC","CC","GO:0097386",1.50492009461484,"glial cell projection"
"729","VTA vs PFC","VTA","PFC","CC","GO:0098889",1.66158511196899,"intrinsic component of presynaptic membrane"
"730","VTA vs STR","VTA","STR","BP","GO:0001776",1.68149195592922,"leukocyte homeostasis"
"731","VTA vs STR","VTA","STR","BP","GO:0001911",1.42468942116595,"negative regulation of leukocyte mediated cytotoxicity"
"732","VTA vs STR","VTA","STR","BP","GO:0002399",3.33789103252663,"MHC class II protein complex assembly"
"733","VTA vs STR","VTA","STR","BP","GO:0002440",2.16034051454239,"production of molecular mediator of immune response"
"734","VTA vs STR","VTA","STR","BP","GO:0002443",2.68068212781908,"leukocyte mediated immunity"
"735","VTA vs STR","VTA","STR","BP","GO:0002478",3.95045356501516,"antigen processing and presentation of exogenous peptide antigen"
"736","VTA vs STR","VTA","STR","BP","GO:0002526",1.37038235649776,"acute inflammatory response"
"737","VTA vs STR","VTA","STR","BP","GO:0002683",3.08205513952303,"negative regulation of immune system process"
"738","VTA vs STR","VTA","STR","BP","GO:0002903",1.65042409354875,"negative regulation of B cell apoptotic process"
"739","VTA vs STR","VTA","STR","BP","GO:0007159",3.82689596845665,"leukocyte cell-cell adhesion"
"740","VTA vs STR","VTA","STR","BP","GO:0030098",3.08205513952303,"lymphocyte differentiation"
"741","VTA vs STR","VTA","STR","BP","GO:0031392",1.83139568958007,"regulation of prostaglandin biosynthetic process"
"742","VTA vs STR","VTA","STR","BP","GO:0032677",2.49226196908925,"regulation of interleukin-8 production"
"743","VTA vs STR","VTA","STR","BP","GO:0032944",3.07530552661565,"regulation of mononuclear cell proliferation"
"744","VTA vs STR","VTA","STR","BP","GO:0034341",3.93017840865935,"response to interferon-gamma"
"745","VTA vs STR","VTA","STR","BP","GO:0046596",1.8190098207421,"regulation of viral entry into host cell"
"746","VTA vs STR","VTA","STR","BP","GO:0050731",1.37911113108075,"positive regulation of peptidyl-tyrosine phosphorylation"
"747","VTA vs STR","VTA","STR","BP","GO:0050778",3.33789103252663,"positive regulation of immune response"
"748","VTA vs STR","VTA","STR","BP","GO:0050863",3.50417450592182,"regulation of T cell activation"
"749","VTA vs STR","VTA","STR","BP","GO:0097530",2.35037918807092,"granulocyte migration"
"750","VTA vs STR","VTA","STR","BP","GO:0140013",1.4707680176962,"meiotic nuclear division"
"751","VTA vs STR","VTA","STR","BP","GO:1903902",1.44621418907053,"positive regulation of viral life cycle"
"752","VTA vs STR","VTA","STR","BP","GO:1903963",1.37421927492512,"arachidonate transport"
"753","VTA vs STR","VTA","STR","CC","GO:0000323",1.60716335517312,"lytic vacuole"
"754","VTA vs STR","VTA","STR","CC","GO:0009897",9.08220400370408,"external side of plasma membrane"
"755","VTA vs STR","VTA","STR","CC","GO:0042613",5.67266537568371,"MHC class II protein complex"
"756","VTA vs STR","VTA","STR","MF","GO:0001758",1.80167901414052,"retinal dehydrogenase activity"
"757","VTA vs STR","VTA","STR","MF","GO:0003823",2.89955091063702,"antigen binding"
"758","VTA vs STR","VTA","STR","MF","GO:0023026",7.12447707319135,"MHC class II protein complex binding"
"759","VTA vs STR","VTA","STR","MF","GO:0030246",5.01542542722283,"carbohydrate binding"
"760","VTA vs STR","VTA","STR","MF","GO:0042609",1.77351688013505,"CD4 receptor binding"
