"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","Count","geneID","Dataset","Region","Comparison"
"691","BP","GO:0030705","cytoskeleton-dependent intracellular transport","53/1792","195/16153",3.35394778322748e-10,8.73144406233553e-08,7.98895231373282e-08,53,"Mreg/Traf3ip1/Kif1a/Nefh/Wdpcp/Kif1c/Hap1/Mapt/Wdr35/Syne2/Ift43/Ccdc88c/Mak/Map1b/Myo10/Map6d1/Ift57/Rhot2/Dync2li1/Myo5b/Bbs1/Arl3/Kif5c/Ttc30b/Map1a/Intu/Ift80/Ssx2ip/Ift74/Hook1/Agbl4/Prkcz/Wdr19/Ift81/Ift22/Dync1i1/Ttc26/Ift122/Bicd1/Klc3/Clip3/Fuz/Caly/Camsap3/Dync2h1/Fez1/Myo5c/Myo5a/Lca5/Tmem108/Ttc21a/Myrip/Rpgr","HPP vs CTX","HPP","CTX"
"692","BP","GO:0030705","cytoskeleton-dependent intracellular transport","54/2188","195/16153",1.27806799449242e-07,2.02069682468787e-05,1.85727155227327e-05,54,"Traf3ip1/Kif1a/Wasf1/Nefh/Wdpcp/Kif1c/Myo1d/Hap1/Mapt/Wdr35/Syne2/Ift43/Ccdc88c/Mak/Map1b/Myo10/Sybu/Map6d1/Ift57/Rhot2/Dync2li1/Myo5b/Bbs1/Arl3/Ttc30b/Map1a/Intu/Ift80/Spag17/Ssx2ip/Ift74/Hook1/Agbl4/Prkcz/Wdr19/Ift81/Ift22/Dync1i1/Ttc26/Ift122/Bicd1/Klc3/Clip3/Fuz/Ap3b2/Caly/Camsap3/Dync2h1/Fez1/Myo5c/Lca5/Tmem108/Ttc21a/Myrip","HPP vs PFC","HPP","PFC"
"693","BP","GO:0030730","sequestering of triglyceride","3/224","18/16153",0.00184085796424012,0.0254768528384286,0.0199252536480265,3,"Tnf/Il1b/Lpl","VTA vs CTX","VTA","CTX"
"694","BP","GO:0030858","positive regulation of epithelial cell differentiation","12/1771","43/16153",0.00173605670570527,0.0468735310540422,0.0426247606953424,12,"Ahi1/Cd24a/Wnt9a/Sox9/Foxj1/Bmp6/Bmp4/Bmp7/Sox2/Kdf1/Sfn/Atoh8","HPP vs VTA","HPP","VTA"
"695","BP","GO:0030900","forebrain development","60/1771","357/16153",0.000494282543750675,0.0187966601144623,0.0170928692853736,60,"Efhc1/Kif1a/Dbi/Lmx1a/Atp1a2/Nr2e1/Otx1/Hap1/Lamb1/Syne2/Id4/Ntrk2/Fezf2/Bmp4/Otx2/Zic5/Lrrk2/Twsg1/Six3/Cdh2/Bbs1/Dpcd/Emx2/Lhx2/Slc4a10/Lrp2/Ccdc141/Neurod1/Mdk/Tyro3/Mecom/Sox2/Dclk1/Dclk2/Tox/Nfib/Lrp8/Dmrta2/Trp73/Msx1/Slit2/Cntnap2/Neurod6/Aqp1/Emx1/Arhgap35/Nr2f2/Tsku/Fgfr2/Tacc2/Fgfr1/Rpgrip1l/Dync2h1/Dmxl2/Zic1/Tmem108/Ulk4/Zic3/Gsc/Rax","HPP vs VTA","HPP","VTA"
"696","BP","GO:0030900","forebrain development","67/1861","357/16153",3.51635029491791e-05,0.00272065045675363,0.00253071466338002,67,"Efhc1/Erbb4/Kif1a/Dbi/Lmx1a/Atp1a2/Otx1/Uqcrq/Hap1/Lamb1/Syne2/Id4/Ntrk2/Bmp4/Otx2/Dct/Zic5/Lrrk2/Rtn4r/Chrd/Twsg1/Six3/Cdh2/Bbs1/Dpcd/Slc4a10/Lrp2/Ccdc141/Rtn4rl2/Mdk/Tyro3/E2f1/Mecom/Sox2/Dclk1/Dclk2/Tox/Nfib/Lrp8/Dmrta2/Chd5/Trp73/Msx1/Slit2/Cntnap2/Neurod6/Aqp1/Emx1/Arhgap35/Aplp1/Nr2f2/Tsku/Fgfr2/Tacc2/Fgfr1/Rpgrip1l/Dync2h1/Aplp2/Cdon/Dixdc1/Dmxl2/Zic1/Tmem108/Ulk4/Zic3/Gsc/Rax","HPP vs STR","HPP","STR"
"697","BP","GO:0030900","forebrain development","71/2188","357/16153",0.000487823021270513,0.0211143784290868,0.0194067382702662,71,"Efhc1/Erbb4/Kif1a/Dbi/Cntn2/Aspm/Tnr/Lmx1a/Atp1a2/Nr2e1/Rfx4/Otx1/Atp1b2/Hap1/Lamb1/Syne2/Id4/Ntrk2/Bmp4/Otx2/Dct/Zic5/Dnah5/Sema5a/Lrrk2/Olig2/Twsg1/Six3/Cdh2/Bbs1/Dpcd/Slc4a10/Lrp2/Ccdc141/Mdk/Tyro3/E2f1/Sox2/Dclk1/Dclk2/Tox/Nfib/Lrp8/Dmrta2/Pou3f1/Trp73/Msx1/Slit2/Cntnap2/Aqp1/Emx1/Kcna1/Arhgap35/Aplp1/Nr2f2/Fgfr2/Tacc2/Fgfr1/Nrg1/Rpgrip1l/Dync2h1/Kirrel3/Cdon/Ncam1/Dixdc1/Dmxl2/Zic1/Tmem108/Ulk4/Gsc/Rax","HPP vs PFC","HPP","PFC"
"698","BP","GO:0030901","midbrain development","12/1861","38/16153",0.00080756997089404,0.0316941953794357,0.0294815398985421,12,"Lmx1a/Otx1/Uqcrq/Otx2/Fzd3/Fzd6/Smad9/Msx1/Fgfr2/Sfrp1/Fgfr1/Aplp2","HPP vs STR","HPP","STR"
"699","BP","GO:0031032","actomyosin structure organization","37/1792","201/16153",0.00134202129619044,0.0465376431729454,0.0425802432504763,37,"Tmeff2/Epb41l5/Csrp1/Csrp2/Cfl2/Six4/Myh7/Sorbs3/Ptger4/Rhpn1/Krt8/Spag6l/Phldb2/Arhgap28/Epb41l4a/Cdc42bpg/Prkcq/Frmd5/Pfn2/Cnn3/Tmod1/Lpar1/Lurap1/Pdgfra/Flnc/Epha1/Arhgef5/Rtkn/Cav3/Rhpn2/Myh14/Nox4/Arhgef10/Anln/Coro2b/Cgnl1/Tmsb15b2","HPP vs CTX","HPP","CTX"
"700","BP","GO:0031214","biomineral tissue development","7/214","152/16153",0.0041620654128467,0.0499277969320671,0.040574549610093,7,"Ptgs2/Alox15/Nfe2/Cebpb/Fgr/Spp1/Lncpint","VTA vs HPP","VTA","HPP"
"701","BP","GO:0031341","regulation of cell killing","6/214","108/16153",0.00314487571679429,0.0403615272124821,0.0328003815279533,6,"Il18rap/Sh2d1b1/Ulbp1/Ccl2/B2m/Klri1","VTA vs HPP","VTA","HPP"
"702","BP","GO:0031342","negative regulation of cell killing","2/57","27/16153",0.00405774397754677,0.0474248827375779,0.0374502310709674,2,"Sh2d1b1/Klrb1b","VTA vs STR","VTA","STR"
"703","BP","GO:0031343","positive regulation of cell killing","5/224","74/16153",0.00363577728077414,0.0400179512783194,0.0312977366063108,5,"Sh2d1b1/Il12b/Ccl2/H2-Q7/Clec7a","VTA vs CTX","VTA","CTX"
"704","BP","GO:0031343","positive regulation of cell killing","6/214","74/16153",0.000441205316544985,0.00900487795365076,0.00731794490672932,6,"Il18rap/Sh2d1b1/Ulbp1/Ccl2/B2m/Klri1","VTA vs HPP","VTA","HPP"
"705","BP","GO:0031345","negative regulation of cell projection organization","46/2188","205/16153",0.000325421609979199,0.0151143297340759,0.0138919477201204,46,"Epha4/Ngef/Neu4/Tnr/Dnm3/Zfp365/Arhgap44/Efnb3/Itga3/Ngfr/Gfap/D130043K22Rik/Mak/Spock1/Spry2/Sema5a/Lgals1/Lrrk2/Adcy6/Sema5b/Rit2/Sema6a/Mbp/Kank1/Prnp/Pfn2/Odf2l/Kif24/Lpar1/Ptprf/Rap1gap/Sema3e/Slit2/Trpv4/Ptprz1/Mag/Rgma/Ccp110/Mt3/Yap1/Neo1/Sema3b/Sema3f/Nlgn3/Spry3/Tlx2","HPP vs PFC","HPP","PFC"
"706","BP","GO:0031346","positive regulation of cell projection organization","67/1771","399/16153",0.000245919476370586,0.011547523238271,0.0105008179155037,67,"Epha4/Obsl1/Ahi1/Cd24a/Plk5/Cobl/Acsl6/Dlg4/Itga3/Ngfr/Atp5g1/Hap1/Plek2/Tgfb3/Dbn1/Ntrk2/Map1b/Bmp4/Dzip1/Enpp2/Cntn1/Kalrn/Pcp4/Metrn/Pacsin1/Vegfa/Ptk7/Efna5/Myo5b/Vldlr/Plce1/Shtn1/Prkcq/Nckap1/Mdk/Bmp7/Tnik/Negr1/Tox/Ror1/Lrp8/Ptprf/Crocc/Kit/Cux2/Styxl1/Aqp1/Plxna1/Itpr1/Arhgap35/Megf8/Fuz/Igf1r/Rgma/Cpeb1/Fzd4/Apbb1/Gprc5b/Eps8l2/Fgfr1/Tenm3/Gpm6a/Cx3cl1/Mns1/Snap91/Zmynd10/Plxnb1","HPP vs VTA","HPP","VTA"
"707","BP","GO:0031346","positive regulation of cell projection organization","69/1792","399/16153",0.000115789643363482,0.00832923658247572,0.00762094716431116,69,"Epha4/Obsl1/Ahi1/Cd24a/Plk5/Pla2g3/Cobl/Acsl6/Atp1b2/Itga3/Ngfr/Atp5g1/Hap1/Rnd2/Mapt/Plek2/Dbn1/Ntrk2/Map1b/Bmp4/Dzip1/Enpp2/Cntn1/Kalrn/Pcp4/Metrn/Vegfa/Ptk7/Efna5/Myo5b/Cdc42ep2/Cntf/Fxn/Vldlr/Plce1/Shtn1/Prkcq/Mdk/Bmp7/Tnik/Negr1/Tox/Ptprd/Lrp8/Ptprf/Magi2/Kit/Cux2/Aqp1/Itpr1/Arhgap35/Fuz/Rgma/Cpeb1/Apbb1/Ccp110/Gprc5b/Eps8l2/Fgfr1/Tenm3/Gpm6a/Cx3cl1/Anln/Fez1/Dixdc1/Mns1/Snap91/Zmynd10/Plxnb1","HPP vs CTX","HPP","CTX"
"708","BP","GO:0031346","positive regulation of cell projection organization","81/2188","399/16153",0.000100850491017046,0.00648140306803734,0.00595721505077433,81,"Epha4/Obsl1/Dnm3/Ahi1/Cd24a/Plk5/Cobl/Acsl6/Atp1b2/Itga3/Ngfr/Atp5g1/Hap1/Mapt/Plek2/Dbn1/Ntrk2/Map1b/Bmp4/Dzip1/Sema5a/Enpp2/Kctd17/Cdc42ep1/Cntn1/Kalrn/Pcp4/Metrn/Vegfa/Ptk7/Efna5/Rit2/Myo5b/Cdc42ep2/Fxn/Vldlr/Plce1/Shtn1/Prkcq/Mdk/Prom2/Bmp7/Tnik/Mfn1/Lpar3/Negr1/Tox/Ptprd/Ror1/Lrp8/Ptprf/Crocc/Magi2/Kit/Styxl1/Ptprz1/Aqp1/Itpr1/Cdc42ep5/Arhgap35/Fuz/Rgma/Cpeb1/Apbb1/Ccp110/Gprc5b/Eps8l2/Fgfr1/Nrg1/Tenm3/Gpm6a/Cx3cl1/Anln/Fez1/Dixdc1/Mns1/Snap91/Zmynd10/Plxnb1/Pak3/Cdkl5","HPP vs PFC","HPP","PFC"
"709","BP","GO:0031349","positive regulation of defense response","13/224","269/16153",0.000100750756298316,0.00312537296374848,0.00244433052395861,13,"Ptgs2/Sh2d1b1/Ifi204/Il12b/Nfkbia/Ptger4/Nfkbiz/Tnf/Il1b/Clec7a/Nupr1/Lpl/Mmp12","VTA vs CTX","VTA","CTX"
"710","BP","GO:0031349","positive regulation of defense response","19/214","269/16153",3.21853477156261e-09,1.3144629150559e-06,1.0682173866019e-06,19,"Il18rap/Cd28/Ptgs2/Sh2d1b1/Fcer1a/Ulbp1/Masp1/Tnf/Trem3/Cebpb/S100a8/S100a9/Ctss/Il6/Klri1/Nupr1/Adam8/Mmp8/Ccr2","VTA vs HPP","VTA","HPP"
"711","BP","GO:0031349","positive regulation of defense response","9/114","269/16153",0.000121701650574185,0.00424849398368062,0.00365687256270755,9,"Fcer1a/Ccr7/Trem3/S100a8/S100a9/Ptger3/Ccl24/Klri1/Mmp8","PFC vs HPP","PFC","HPP"
"712","BP","GO:0031392","regulation of prostaglandin biosynthetic process","2/57","10/16153",0.000540637170187171,0.0147436261619793,0.0116426688842939,2,"Cd74/Anxa1","VTA vs STR","VTA","STR"
"713","BP","GO:0031400","negative regulation of protein modification process","16/224","490/16153",0.00137107851871085,0.021212912930998,0.0165904585407068,16,"Sh2d1b1/Lilrb4a/Gadd45b/Ccnb1/Pbk/Socs1/Cdkn1a/Tnf/Il1b/Trib3/Cdc20/Zc3h12a/Epha1/Ppp1r15a/Plk1/Bex4","VTA vs CTX","VTA","CTX"
"714","BP","GO:0031503","protein-containing complex localization","44/1771","206/16153",1.0135273291364e-05,0.000912174596222758,0.000829492103582683,44,"Traf3ip1/Wdpcp/Arhgap44/Dlg4/Hap1/Nptx1/Wdr35/Ift43/Mak/Dbn1/Gpc6/Dzip1/Kalrn/Ift57/Ezr/Pacsin1/Dync2li1/Myo5b/Bbs1/Lgi1/Arl3/Rapgef4/Ttc30b/Tnik/Intu/Ift80/Spag17/Ift74/Prkcz/Wdr19/Mapk10/Ift81/Ttc26/Iqsec1/Ift122/Cacng7/Klc3/Fuz/Dync2h1/Nedd4/Lca5/Ttc21a/Rpgr/Gpc4","HPP vs VTA","HPP","VTA"
"715","BP","GO:0031503","protein-containing complex localization","44/1861","206/16153",3.46087575408258e-05,0.0027165366788567,0.00252688807918218,44,"Traf3ip1/Wdpcp/Arhgap44/Hap1/Wdr35/Ift43/Mak/Dbn1/Gpc6/Dzip1/Kalrn/Ift57/Ezr/Dync2li1/Myo5b/Bbs1/Lgi1/Arl3/Rapgef4/Ttc30b/Tnik/Intu/Ift80/Spag17/Ssx2ip/Ift74/Prkcz/Wdr19/Mapk10/Ift81/Ift22/Ttc26/Iqsec1/Ift122/Cacng7/Klc3/Fuz/Exoc3l/Dync2h1/Nedd4/Lca5/Ttc21a/Rpgr/Gpc4","HPP vs STR","HPP","STR"
"716","BP","GO:0031503","protein-containing complex localization","48/1792","206/16153",4.10873060706903e-07,7.24594523511174e-05,6.62977515952191e-05,48,"Traf3ip1/Wdpcp/Arhgap44/Hap1/Birc5/Wdr35/Ift43/Mak/Dbn1/Gpc6/Dzip1/Kalrn/Ift57/Ezr/Dync2li1/Myo5b/Bbs1/Lgi1/Arl3/Kif5c/Rapgef4/Ttc30b/Tnik/Intu/Ift80/Lmna/Ssx2ip/Ift74/Prkcz/Adam22/Magi2/Nsg1/Wdr19/Mapk10/Ift81/Ift22/Ttc26/Iqsec1/Ift122/Klc3/Fuz/Caly/Dync2h1/Nedd4/Lca5/Ttc21a/Rpgr/Gpc4","HPP vs CTX","HPP","CTX"
"717","BP","GO:0031503","protein-containing complex localization","52/2188","206/16153",4.56883105619716e-06,0.000474958140548039,0.00043654556793632,52,"Traf3ip1/Dnm3/Zfp365/Anks1b/Wdpcp/Arhgap44/Hap1/Wdr35/Akap6/Ift43/Mak/Dbn1/Gpc6/Dzip1/Arc/Kalrn/Ift57/Ezr/Dync2li1/Myo5b/Bbs1/Lgi1/Arl3/Rapgef4/Ttc30b/Tnik/Intu/Ift80/Lmna/Spag17/Ssx2ip/Ift74/Prkcz/Adam22/Magi2/Wdr19/Usp46/Mapk10/Ift81/Ift22/Ttc26/Iqsec1/Ift122/Klc3/Fuz/Caly/Nrg1/Dync2h1/Nedd4/Lca5/Ttc21a/Gpc4","HPP vs PFC","HPP","PFC"
"718","BP","GO:0031532","actin cytoskeleton reorganization","25/1792","104/16153",0.000137710088372004,0.0096601628430905,0.00883869606738345,25,"Thsd7b/Syde1/Plek2/Iqgap2/Efs/Baiap2l2/Cxadr/Ezr/Ptk7/Rhod/Cdc42bpg/Gsn/Mdk/Tnik/Ccl27a/Kit/Trpv4/Cldn3/Micall2/Baiap2l1/Thsd7a/Antxr1/Parva/Cttn/Bcar1","HPP vs CTX","HPP","CTX"
"719","BP","GO:0031532","actin cytoskeleton reorganization","26/1771","104/16153",4.11985953546203e-05,0.00281610651791075,0.00256084540079019,26,"Thsd7b/Syde1/Plek2/Iqgap2/Efs/Plec/Baiap2l2/Cxadr/Ezr/Ptk7/Rhod/Cdc42bpg/Gsn/Mdk/Tnik/Kit/Trpv4/Cldn3/Micall2/Baiap2l1/Thsd7a/Antxr1/Parva/Cttn/Cdh1/Bcar1","HPP vs VTA","HPP","VTA"
"720","BP","GO:0031532","actin cytoskeleton reorganization","29/1861","104/16153",3.95621906939692e-06,0.000428537649597074,0.000398620304550182,29,"Thsd7b/Syde1/Plek2/Nedd9/Iqgap2/Efs/Plec/Baiap2l2/Rapgef3/Cxadr/Ezr/Ptk7/Rhod/Cdc42bpg/Gsn/Mdk/Fgf7/Tnik/Ccl27a/Kit/Trpv4/Cldn3/Micall2/Baiap2l1/Thsd7a/Antxr1/Parva/Cttn/Bcar1","HPP vs STR","HPP","STR"
"721","BP","GO:0031532","actin cytoskeleton reorganization","30/2188","104/16153",3.26808514359035e-05,0.00261778356356868,0.00240606848252739,30,"Farp2/Thsd7b/Syde1/Plek2/Iqgap2/Efs/Plec/Baiap2l2/Cxadr/Ezr/Ptk7/Rhod/Cdc42bpg/Gsn/Mdk/Fgf7/Tnik/Ccl27a/Sema3e/Kit/Trpv4/Cldn3/Micall2/Baiap2l1/Thsd7a/Antxr1/Parva/Cttn/Bcar1/Gdpd2","HPP vs PFC","HPP","PFC"
"722","BP","GO:0031570","DNA integrity checkpoint signaling","7/224","114/16153",0.00105301819898406,0.0170181123820349,0.0133097368019959,7,"Dtl/Dna2/Pbk/Cdkn1a/Ppp1r10/Clspn/Plk1","VTA vs CTX","VTA","CTX"
"723","BP","GO:0031577","spindle checkpoint signaling","12/224","49/16153",2.21098744139673e-12,1.03600554396876e-09,8.10252089426142e-10,12,"Nuf2/Birc5/Ccnb1/Spc25/Bub1/Aurka/Cenpe/Stil/Cdc20/Cdca8/Plk1/Ttk","VTA vs CTX","VTA","CTX"
"724","BP","GO:0031577","spindle checkpoint signaling","2/17","49/16153",0.00119086848824245,0.0187833074656385,0.0125760060725901,2,"Ccnb1/Plk1","STR vs CTX","STR","CTX"
"725","BP","GO:0031577","spindle checkpoint signaling","7/436","49/16153",0.000320756269880401,0.0263151062228411,0.0237449217187511,7,"Nuf2/Aurkb/Birc5/Ccnb1/Spc25/Aurka/Cdc20","VTA vs PFC","VTA","PFC"
"726","BP","GO:0031589","cell-substrate adhesion","61/1771","336/16153",4.98306866260922e-05,0.00324199647928793,0.00294813130134078,61,"Sned1/Epb41l5/Ptprk/Itga7/Wdpcp/Itga3/Srcin1/Lamb1/Actn1/Smoc1/Itgb8/Epdr1/Ecm2/Dbn1/Fam107a/Nid2/Dock5/Sorbs3/Enpp2/Rhpn1/Lgals1/Fbln1/Emp2/Spag6l/Ccdc80/Phldb2/Abi3bp/Col8a1/Ddr1/Vegfa/Efna5/Rhod/Efemp2/Kank1/Atrnl1/Hacd1/Itgb6/Mdk/Tyro3/Lama5/Itga10/Vcam1/Megf9/Frem1/Pdpn/Prkcz/Limch1/Micall2/Npy/Antxr1/Bcam/Mia/Fzd4/Parva/Cttn/Camsap3/Ccl25/Angpt2/Sfrp1/Bcar1/Coro2b","HPP vs VTA","HPP","VTA"
"727","BP","GO:0031589","cell-substrate adhesion","61/1792","336/16153",7.00488453445038e-05,0.00563172113968239,0.00515281908788053,61,"Tmeff2/Sned1/Epb41l5/Cntn2/Ptprk/Madcam1/Wdpcp/Atp1b2/Itga3/Itgb4/Lamb1/Itgb8/Epdr1/Ecm2/Dbn1/Spock1/Edil3/Fam107a/Dock5/Sorbs3/Enpp2/Rhpn1/Lgals1/Fbln1/Emp2/Spag6l/Apod/Ccdc80/Phldb2/Abi3bp/Col8a1/Ddr1/Vegfa/Efna5/Rhod/Efemp2/Kank1/Atrnl1/Hacd1/Itgb6/Mdk/Tyro3/Itga10/Vcam1/Megf9/Frem1/Pdpn/Prkcz/Spp1/Micall2/Epha1/Antxr1/Axl/Mia/Parva/Cttn/Camsap3/Ccl25/Sfrp1/Bcar1/Coro2b","HPP vs CTX","HPP","CTX"
"728","BP","GO:0031589","cell-substrate adhesion","61/1861","336/16153",0.000201481277775111,0.0118611152220652,0.0110330594442984,61,"Sned1/Epb41l5/Ptprk/Wdpcp/Itga3/Itga2b/Lamb1/Itgb8/Epdr1/Nedd9/Ecm2/Dbn1/Ccl28/Fam107a/Dock5/Sorbs3/Enpp2/Rhpn1/Lgals1/Fbln1/Emp2/Spag6l/Ccdc80/Phldb2/Abi3bp/Col8a1/Ddr1/Vegfa/Efna5/Vit/Rhod/Efemp2/Kank1/Sorbs1/Atrnl1/Itgb6/Mdk/Tyro3/Lama5/Itga10/Vcam1/Megf9/Frem1/Pdpn/Prkcz/Col26a1/Micall2/Radil/Antxr1/Bcam/Mia/Iqgap1/Fzd4/Parva/Cttn/Camsap3/Ccl25/Angpt2/Sfrp1/Bcar1/Coro2b","HPP vs STR","HPP","STR"
"729","BP","GO:0031589","cell-substrate adhesion","70/2188","336/16153",0.000129851951067391,0.00788672234669748,0.00724887814749832,70,"Tmeff2/Sned1/Epb41l5/Cntn2/Ptprk/Itga7/Wdpcp/Atp1b2/Itga3/Srcin1/Itga2b/Itgb4/Lamb1/Itgb8/Epdr1/Ecm2/Dbn1/Spock1/Edil3/Fam107a/Dock5/Sorbs3/Enpp2/Rhpn1/Lgals1/Fbln1/Emp2/Spag6l/Apod/Phldb2/Abi3bp/Col8a1/Ddr1/Vegfa/Efna5/Vit/Rhod/Efemp2/Kank1/Sorbs1/Atrnl1/Itgb6/Mdk/Tyro3/Lama5/Itga10/Megf9/Frem1/Pdpn/Prkcz/Sema3e/Limch1/Micall2/Ptprz1/Epha1/Antxr1/Bcam/Mia/Parva/Cttn/Camsap3/Ccl25/Angpt2/Sfrp1/Bcar1/Cdh13/Coro2b/Ephb1/Gpm6b/Npy2r","HPP vs PFC","HPP","PFC"
"730","BP","GO:0031620","regulation of fever generation","2/60","10/16153",0.000598984875325087,0.0166058998414593,0.0134553601332825,2,"Ptges/Ptger3","PFC vs STR","PFC","STR"
"731","BP","GO:0031620","regulation of fever generation","3/224","10/16153",0.000293837572975561,0.0073014184799988,0.00571038409363192,3,"Ptgs2/Tnf/Il1b","VTA vs CTX","VTA","CTX"
"732","BP","GO:0031640","killing of cells of another organism","3/114","38/16153",0.00241271011474956,0.039424709960163,0.0339346461828157,3,"Lyz1/Ccl8/Ltf","PFC vs HPP","PFC","HPP"
"733","BP","GO:0031646","positive regulation of nervous system process","15/2188","49/16153",0.00153235775231682,0.0477684309145795,0.0439051255737405,15,"Tnr/S100b/Ngfr/Zfp488/Sox10/Abat/Myrf/Rapgef4/Wasf3/Cntnap2/Mag/Tenm4/Pard3/Chrnb4/Nlgn3","HPP vs PFC","HPP","PFC"
"734","BP","GO:0031649","heat generation","2/60","19/16153",0.0022277134103393,0.039092632176498,0.0316758169996587,2,"Ptges/Ptger3","PFC vs STR","PFC","STR"
"735","BP","GO:0031649","heat generation","3/214","19/16153",0.00189962621870896,0.0277761266506748,0.0225726728999772,3,"Ptgs2/Tnf/Il1a","VTA vs HPP","VTA","HPP"
"736","BP","GO:0031649","heat generation","5/224","19/16153",4.86683751908362e-06,0.000228046100894204,0.000178353128330929,5,"Ptgs2/Tnf/Il1rn/Il1b/Il1a","VTA vs CTX","VTA","CTX"
"737","BP","GO:0031649","heat generation","5/436","19/16153",0.000119050538684892,0.015245027371931,0.0137560524544839,5,"Ptgs2/Abat/Tnf/Il1rn/Il1a","VTA vs PFC","VTA","PFC"
"738","BP","GO:0031650","regulation of heat generation","2/60","14/16153",0.00119975038254054,0.0264961821771242,0.0214692173717781,2,"Ptges/Ptger3","PFC vs STR","PFC","STR"
"739","BP","GO:0031650","regulation of heat generation","3/224","14/16153",0.000855471859005153,0.014463647925448,0.0113119094975342,3,"Ptgs2/Tnf/Il1b","VTA vs CTX","VTA","CTX"
"740","BP","GO:0031652","positive regulation of heat generation","3/224","11/16153",0.000399898858919375,0.00900293861343564,0.00704113010299828,3,"Ptgs2/Tnf/Il1b","VTA vs CTX","VTA","CTX"
"741","BP","GO:0031960","response to corticosteroid","5/214","74/16153",0.00299089425142942,0.0387235163213703,0.0314692281775718,5,"Tnf/Anxa1/Il6/Eif4ebp1/Acsbg1","VTA vs HPP","VTA","HPP"
"742","BP","GO:0032094","response to food","2/26","28/16153",0.000917793401643128,0.0316179826866058,0.023138054704582,2,"Npy/Prkcg","STR vs VTA","STR","VTA"
"743","BP","GO:0032095","regulation of response to food","2/26","17/16153",0.000333825548016674,0.0188033883740976,0.0137603285175964,2,"Npy/Prkcg","STR vs VTA","STR","VTA"
"744","BP","GO:0032103","positive regulation of response to external stimulus","14/114","404/16153",9.64616461627569e-07,0.00010583220607571,9.10946072033253e-05,14,"Sell/Fcer1a/Ccl7/Ccr7/Trem3/Tnfsf14/S100a8/S100a9/Ptger3/Ccl24/Klri1/Mmp8/Cxcr3/Prss56","PFC vs HPP","PFC","HPP"
"745","BP","GO:0032103","positive regulation of response to external stimulus","16/224","404/16153",0.000169201702566684,0.00470323376626037,0.00367836350718117,16,"Ptgs2/Sh2d1b1/Ifi204/Il12b/Ccl2/Nfkbia/Ptger4/Nfkbiz/Tnf/Il1b/Cxcl10/Cxcl13/Clec7a/Nupr1/Lpl/Mmp12","VTA vs CTX","VTA","CTX"
"746","BP","GO:0032103","positive regulation of response to external stimulus","22/214","404/16153",2.15271216048689e-08,4.22922828542967e-06,3.43694381534712e-06,22,"Il18rap/Cd28/Cxcr2/Ptgs2/Sell/Sh2d1b1/Fcer1a/Ulbp1/Ccl2/Masp1/Tnf/Trem3/Cebpb/S100a8/S100a9/Ctss/Il6/Klri1/Nupr1/Adam8/Mmp8/Ccr2","VTA vs HPP","VTA","HPP"
"747","BP","GO:0032104","regulation of response to extracellular stimulus","2/26","27/16153",0.000853080184350076,0.030935381421958,0.0226385267758275,2,"Npy/Prkcg","STR vs VTA","STR","VTA"
"748","BP","GO:0032107","regulation of response to nutrient levels","2/26","27/16153",0.000853080184350076,0.030935381421958,0.0226385267758275,2,"Npy/Prkcg","STR vs VTA","STR","VTA"
"749","BP","GO:0032291","axon ensheathment in central nervous system","10/436","29/16153",2.34411822865881e-09,1.88467105584168e-06,1.70059608757016e-06,10,"Cntn2/Kcnj10/Omg/Cntn1/Myrf/Mal/Mag/Nkx6-2/Fa2h/Plp1","VTA vs PFC","VTA","PFC"
"750","BP","GO:0032291","axon ensheathment in central nervous system","11/1792","29/16153",0.000156861957561456,0.0100889920233939,0.00923105910008719,11,"Cntn2/Clu/Cntn1/Myrf/Abca2/Mal/Cntnap2/Tenm4/Fa2h/Ulk4/Plp1","HPP vs CTX","HPP","CTX"
"751","BP","GO:0032291","axon ensheathment in central nervous system","17/2188","29/16153",1.68156742843668e-08,3.31929399177483e-06,3.05084376302083e-06,17,"Cntn2/Omg/Id4/Clu/9630013A20Rik/Sox10/Cntn1/Myrf/Abca2/Mal/Cntnap2/Mag/Tenm4/Nkx6-2/Fa2h/Ulk4/Plp1","HPP vs PFC","HPP","PFC"
"752","BP","GO:0032291","axon ensheathment in central nervous system","6/199","29/16153",1.21617507638375e-06,0.000412978308080597,0.000404355352463831,6,"Cntn2/Kcnj10/Omg/Myrf/Fa2h/Plp1","STR vs PFC","STR","PFC"
"753","BP","GO:0032309","icosanoid secretion","3/60","37/16153",0.000346033727069799,0.0121859985505932,0.00987402071837861,3,"Anxa1/Ptges/Pla2g2d","PFC vs STR","PFC","STR"
"754","BP","GO:0032310","prostaglandin secretion","3/224","18/16153",0.00184085796424012,0.0254768528384286,0.0199252536480265,3,"Ptgs2/Il1b/Il1a","VTA vs CTX","VTA","CTX"
"755","BP","GO:0032330","regulation of chondrocyte differentiation","16/1771","43/16153",5.98509801214174e-06,0.000609802438972932,0.00055452794889059,16,"Fgf18/Wnt9a/Axin2/Sox9/Mboat2/Bmp6/Thrb/Bmp4/Loxl2/Trps1/Snai2/Ltbp3/Mdk/Gdf5/Sox5/Pthlh","HPP vs VTA","HPP","VTA"
