"Cluster" "ONTOLOGY" "ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"45" "black" "BP" "GO:0003351" "epithelial cilium movement involved in extracellular fluid movement" "24/2186" "33/14705" 1.19275158680146e-13 1.4487955941015e-11 1.38638190288104e-11 "Spag16/Stk36/Daw1/Cfap221/Nme7/Cfap45/Cfap54/Dnah9/Ccdc103/Ccdc40/Ak7/Dnah11/Kif27/Nek10/Lrrc6/Spag6l/Nme5/Cfap53/Dpcd/Cfap43/Spag17/Gas8/Jhy/Ulk4" 24
"46" "black" "BP" "GO:0060294" "cilium movement involved in cell motility" "45/2186" "97/14705" 1.25576042463427e-13 1.49217097414151e-11 1.42788868421229e-11 "Spag16/Cfap221/Cfap45/Rsph4a/Armc2/Cfap54/Cfap52/Tekt1/Gas2l2/Ccdc40/Ttll5/Dnah11/Ift88/Dzip1/Lrrc6/Rabl2/Tekt5/Efcab1/Spag6l/Tekt4/Tcte1/Cfap53/Bbs1/Dpcd/Cfap43/Cfap58/Eno4/Meig1/Enkur/Cfap157/Mkks/Ttll9/Pltp/Tekt2/Nphp4/Cfap69/Ift81/Drc7/Spata33/Gas8/Ttc12/Bbs4/Mns1/Kif9/Ttc21a" 45
"48" "black" "BP" "GO:0042775" "mitochondrial ATP synthesis coupled electron transport" "35/2186" "66/14705" 4.61077078891723e-13 5.2505152358795e-11 5.02432457239687e-11 "Cox5b/Ndufs1/Sdhc/Ndufs2/Ndufs7/Uqcr11/Ndufa12/Uqcr10/Uqcrq/Dld/Uqcrfs1/Uqcrb/Ndufs6/Sdha/Cox7c/Dnajc15/Ndufb9/Cyc1/Ndufv3/Ndufv2/Ndufv1/Ndufb8/Ndufa8/Mtch2/Ndufs3/Ndufb6/Cox6a1/Chchd2/Cycs/Ndufc2/Coq7/Uqcrc2/Coq9/Cox4i1/Cox5a" 35
"49" "black" "BP" "GO:0042073" "intraciliary transport" "27/2186" "43/14705" 8.94050412651333e-13 9.97322358275957e-11 9.54358002248008e-11 "Traf3ip1/Nme7/Wdpcp/Ift20/Wdr35/Ift43/Mak/Ift88/Ift27/Dync2li1/Bbs1/Arl3/Ttc30b/Intu/Ift80/Ssx2ip/Wdr19/Dynll1/Ift81/Ift22/Ttc26/Ift122/Fuz/Dync2h1/Lca5/Ttc21a/Rpgr" 27
"50" "black" "BP" "GO:0099111" "microtubule-based transport" "68/2186" "192/14705" 9.95559109798312e-13 1.08834521883151e-10 1.0414596245448e-10 "Spag16/Stk36/Daw1/Traf3ip1/Kif1a/Cfap221/Nme7/Cfap45/Cfap54/Bloc1s1/Nefh/Wdpcp/Kif3a/Dnah9/Kif1c/Ift20/Hap1/Ccdc103/Ccdc40/Wdr35/Syne2/Ift43/Ak7/Dnah11/Mak/Kif27/Map1b/Nek10/Ift88/Lrrc6/Ift27/Spag6l/App/Sod1/Rhot2/Dync2li1/Nme5/Cfap53/Bbs1/Dpcd/Arl3/Cfap43/Ttc30b/Intu/Ift80/Spag17/Ssx2ip/Agbl4/Prkcz/Wdr19/Dynll1/Ift81/Ift22/Sun1/Dync1i1/Ttc26/Ift122/Bicd1/Fuz/Camsap3/Gas8/Dync2h1/Jhy/Lca5/Tmem108/Ttc21a/Ulk4/Rpgr" 68
"52" "black" "BP" "GO:0006858" "extracellular transport" "24/2186" "36/14705" 2.45298763497627e-12 2.57846738707313e-10 2.46738776481722e-10 "Spag16/Stk36/Daw1/Cfap221/Nme7/Cfap45/Cfap54/Dnah9/Ccdc103/Ccdc40/Ak7/Dnah11/Kif27/Nek10/Lrrc6/Spag6l/Nme5/Cfap53/Dpcd/Cfap43/Spag17/Gas8/Jhy/Ulk4" 24
"54" "black" "BP" "GO:0090407" "organophosphate biosynthetic process" "124/2186" "471/14705" 3.64654492633477e-11 3.69111380876775e-09 3.53210170350048e-09 "Ndufs1/Idh1/Erbb4/Nppc/Etnk2/Nmnat2/Nme7/Mpc2/Apoa2/Sdhc/Ndufs2/Bpnt1/Rd3/Ak9/Atp5d/Ndufs7/Chpt1/Ndufa12/Atp5b/Upp1/Acsl6/Guk1/Adora2b/Dgke/Pdk2/Atp5g1/Ormdl3/Abca8a/Atp5h/Pcyt2/Mboat2/Dld/Mthfd1/Ak7/Idi1/Ippk/Ndufs6/Sdha/Hmgcs1/Pdhb/Tkt/Pnp2/Ndufb9/Ndufa6/Ppara/Adcy6/Adcy5/Atp5j/Atp5o/Pigp/Agpat4/Ndufb10/Pigq/Ndufv3/Ndufa11/Ndufv2/Nme5/Impa2/Atp5a1/Ndufv1/Pcx/Pip5k1b/Ak3/Pank1/Ndufb8/Abca2/Ak8/Ndufa8/Atp5g3/Ndufs3/Chp1/Ckmt1/Dut/Fgf7/Acss2/Nfs1/Fitm2/Atp5e/Ndufb5/Ndufc1/Fdps/Pmvk/Npr1/Sgms2/Ndufb6/Npr2/Tmem38b/Pik3r3/Ndufs5/Pla2g5/Eno1/Ppargc1a/Atp5k/Acacb/Pdgfa/Atp5j2/Pdk4/Slc25a13/Ndufa5/Ndufb2/Pyurf/Tpi1/Ndufa3/Rab38/Ndufc2/Ndufab1/Aldoa/Ndufa13/Abhd8/Slc27a1/Ndufb7/Ldhd/Atp5l/Dlat/Pkm/Nme9/Cish/Ndufb11/Ndufa1/Hprt/Pcyt1b/Pdk3/Htr2c/Pdha1" 124
"55" "black" "BP" "GO:0061512" "protein localization to cilium" "31/2186" "61/14705" 4.26138752493905e-11 4.2350444020576e-09 4.05259992563103e-09 "Tmem107/Ift20/Ccdc40/Wdr35/Atp6v1d/Spata7/Dnah11/Dzip1/Lrrc6/Mapk15/Arl6/Cfap53/Bbs1/Rom1/Arl3/Cfap58/Ift80/Nphp4/Cc2d2a/Wdr19/Tctn2/Ttc26/Ift122/Tulp3/Zfp423/Gas8/Dync2h1/Bbs4/Dzip1l/Zmynd10/Ttc21a" 31
"56" "black" "BP" "GO:0006790" "sulfur compound metabolic process" "82/2186" "273/14705" 9.30326890200391e-11 9.0806549675631e-09 8.68946300264237e-09 "Sulf1/Gsta3/Idh1/Chpf/Mpc2/Ggt1/Gstt3/Gstt1/Gpx4/Ogdh/Chac2/Acsl6/Pdk2/Arsg/Dld/Mthfd1/Acot1/Isca2/Isca1/Bhmt/Hmgcs1/Pdhb/Btd/Sucla2/Ednrb/Ghr/Oplah/Sult4a1/Sod1/Sod2/Glo1/Gnmt/Sult1c2/Sult1c1/Hspa9/Acaa2/Mamdc2/Fxn/Clic3/Ggt7/Acss2/Gss/Nfs1/Fitm2/Pmvk/Slc27a3/Ahcyl1/Gstm5/Gstm1/Gstm2/Cth/Acnat1/Acot11/Ugdh/Acacb/Tpst1/Pdk4/Ahcyl2/Gstk1/Suclg1/Nat8f3/Nat8f5/Nat8/Nat8f4/Nat8f1/Mgst1/Mcee/Ndufab1/Acadsb/Glrx3/Csgalnact1/Ciapin1/Nudt7/Dlat/Gsta4/Hyal1/Pdk3/Hmgn5/Pdha1/Gal3st2/Acot5/Them5" 82
"57" "black" "BP" "GO:0097722" "sperm motility" "38/2186" "89/14705" 2.12475695462685e-10 2.03753009017375e-08 1.94975388874254e-08 "Spag16/Cfap221/Cfap45/Armc2/Cfap54/Cfap52/Ccdc40/Ttll5/Dnah11/Ift88/Dzip1/Lrrc6/Rabl2/Efcab1/Spag6l/Tcte1/Cfap53/Dpcd/Cfap43/Cfap58/Eno4/Meig1/Enkur/Cfap157/Ttll9/Pltp/Tekt2/Nphp4/Cfap69/Ift81/Drc7/Spata33/Gas8/Ttc12/Mns1/Zmynd10/Kif9/Ttc21a" 38
"58" "black" "BP" "GO:0044282" "small molecule catabolic process" "82/2186" "280/14705" 3.68916316807507e-10 3.45680765788982e-08 3.30788939319708e-08 "Adhfe1/Acadl/Pnkd/Irs1/Dbi/Bpnt1/Aig1/Ddo/Hk1/Upp1/Acadvl/Acox1/Dld/Aldh6a1/Pfkp/Aldh5a1/Eci3/Auh/Acox2/Hacl1/Pnp2/Cdadc1/Gcat/Pfkm/Abat/Prodh/Eci1/Glo1/Cyp39a1/Plin5/Galm/Abhd3/Impa2/Acaa2/Cpt1a/Bad/Asrgl1/Gldc/Got1/Phyh/Ivd/Lpin3/Etfdh/Dpyd/Bdh2/Acadm/Cpt2/Echdc2/Faah/Gale/Eno1/Hadhb/Acacb/Sdsl/Pon1/Aass/Hibadh/Aldh1l1/Eno2/Tpi1/Gapdh/Akt2/Gpi1/Etfb/Abhd2/Fah/Aldoa/Acadsb/Mtmr7/Mt3/Got2/Tat/Ldhd/Nudt7/Acad8/Etfa/Pkm/Hmgcll1/Bckdhb/Pgk1/Tdh/Uox" 82
"62" "black" "BP" "GO:0010257" "NADH dehydrogenase complex assembly" "26/2186" "52/14705" 2.48839999165105e-09 2.15898323085153e-07 2.06597486357796e-07 "Ndufs1/Ndufs2/Ndufs7/Ndufa12/Ndufs6/Ndufb9/Ndufa6/Ndufb10/Ndufa11/Ndufb8/Ndufa8/Ndufs3/Ndufaf5/Ndufb5/Ndufc1/Ndufaf6/Ndufb6/Ndufs5/Ndufa5/Ndufb2/Ndufa3/Ndufc2/Ndufab1/Ndufb7/Ndufb11/Ndufa1" 26
"63" "black" "BP" "GO:0032981" "mitochondrial respiratory chain complex I assembly" "26/2186" "52/14705" 2.48839999165105e-09 2.15898323085153e-07 2.06597486357796e-07 "Ndufs1/Ndufs2/Ndufs7/Ndufa12/Ndufs6/Ndufb9/Ndufa6/Ndufb10/Ndufa11/Ndufb8/Ndufa8/Ndufs3/Ndufaf5/Ndufb5/Ndufc1/Ndufaf6/Ndufb6/Ndufs5/Ndufa5/Ndufb2/Ndufa3/Ndufc2/Ndufab1/Ndufb7/Ndufb11/Ndufa1" 26
"64" "black" "BP" "GO:0120316" "sperm flagellum assembly" "17/2186" "26/14705" 6.50020429704812e-09 5.55158073244766e-07 5.31242025526844e-07 "Spag16/Cfap221/Armc2/Cfap54/Ttll5/Ift88/Dzip1/Spag6l/Cfap43/Cfap58/Meig1/Cfap157/Cfap69/Ift81/Drc7/Ttc12/Mns1" 17
"65" "black" "BP" "GO:0090660" "cerebrospinal fluid circulation" "12/2186" "14/14705" 7.70161845825434e-09 6.4764686912028e-07 6.19746431077989e-07 "Spag16/Daw1/Cfap221/Cfap45/Cfap54/Dnah9/Lrrc6/Spag6l/Cfap53/Cfap43/Jhy/Ulk4" 12
"66" "black" "BP" "GO:0006575" "cellular modified amino acid metabolic process" "53/2186" "162/14705" 7.83783460817281e-09 6.49115211640494e-07 6.21151517831112e-07 "Gsta3/Idh1/Acadl/Ggt1/Gstt3/Gstt1/Gpx4/Chac2/Slc22a5/Mboat2/Mthfd1/Bhmt/Dmgdh/Chdh/Cpq/Oplah/Cpt1b/Sod1/Sod2/Glo1/Gnmt/Cpt1a/Gata3/Clic3/Kyat1/Ass1/Bbox1/Ckmt1/Ggt7/Gss/Gstm5/Gstm1/Gstm2/Acadm/Cth/Ggh/Cpt2/Serinc2/Gstk1/Nat8f3/Nat8f5/Nat8/Nat8f4/Nat8f1/Aldh1l1/Mgst1/Slco1c1/Cpt1c/Slc27a1/Gsta4/Plod2/Slc16a2/Hmgn5" 53
"67" "black" "BP" "GO:0003352" "regulation of cilium movement" "16/2186" "24/14705" 1.2079631033015e-08 9.85481540693437e-07 9.43027283630036e-07 "Cfap45/Rsph4a/Gas2l2/Ccdc40/Dnah11/Ccdc65/Efcab1/Spag6l/Bbs1/Cfap43/Mkks/Cfap69/Drc1/Dnaaf1/Bbs4/Kif9" 16
"68" "black" "BP" "GO:0046395" "carboxylic acid catabolic process" "57/2186" "190/14705" 6.99386273615079e-08 5.62183142879415e-06 5.37964457212589e-06 "Adhfe1/Acadl/Irs1/Dbi/Aig1/Ddo/Acadvl/Acox1/Dld/Aldh6a1/Aldh5a1/Eci3/Auh/Acox2/Hacl1/Gcat/Abat/Prodh/Eci1/Cyp39a1/Plin5/Abhd3/Acaa2/Cpt1a/Asrgl1/Gldc/Got1/Phyh/Ivd/Lpin3/Etfdh/Bdh2/Acadm/Cpt2/Echdc2/Faah/Hadhb/Acacb/Sdsl/Pon1/Aass/Hibadh/Aldh1l1/Akt2/Etfb/Abhd2/Fah/Acadsb/Got2/Tat/Ldhd/Nudt7/Acad8/Etfa/Hmgcll1/Bckdhb/Tdh" 57
"69" "black" "BP" "GO:0043648" "dicarboxylic acid metabolic process" "30/2186" "75/14705" 9.93827111564011e-08 7.8728391185636e-06 7.53367950779797e-06 "Adhfe1/Mdh1b/Idh1/Fh1/Ddo/Ogdh/Mdh1/Dld/Mthfd1/Dlst/Aldh5a1/Sdha/Ogdhl/Sucla2/Prodh/Me2/Pcx/Got1/Phyh/Ass1/Grhpr/Mdh2/Suclg1/Aldh1l1/Me3/Got1l1/Got2/Tat/Idh3a/Me1" 30
"71" "black" "BP" "GO:0006099" "tricarboxylic acid cycle" "17/2186" "30/14705" 1.37066322640901e-07 1.05521763317629e-05 1.00975916560806e-05 "Mdh1b/Idh1/Sdhc/Fh1/Ogdh/Mdh1/Dlst/Sdha/Pdhb/Ogdhl/Sucla2/Aco2/Mdh2/Suclg1/Dlat/Idh3a/Pdha1" 17
"72" "black" "BP" "GO:0006631" "fatty acid metabolic process" "83/2186" "321/14705" 1.52234819834464e-07 1.15571600724331e-05 1.1059280990606e-05 "Acadl/Irs1/Dbi/Ephx1/Degs1/Aig1/Mif/Gpx4/Acsl6/Srebf1/Acadvl/Pdk2/Acbd4/Sox9/Acox1/Dld/Acot1/Eci3/Auh/Ndufs6/Elovl7/Acox2/Hacl1/Ephx2/Ppara/Cpt1b/Eci1/Plin5/Alkbh7/Abhd3/Acaa2/Cpt1a/Fads2/Fads1/Fads3/Scd4/Scd1/Phyh/Echdc3/Hacd1/Ptgds/Ivd/Acss2/Lpin3/Ptgis/Etfdh/Slc27a3/Elovl6/Cyp2u1/Bdh2/Acadm/Acnat1/Cyp2j6/Prkaa2/Acot11/Cpt2/Echdc2/Faah/Mecr/Wdtc1/Pla2g5/Pdpn/Hadhb/Ppargc1a/Acacb/Pdk4/Apoc1/Ceacam2/Cyp2s1/Akt2/Etfb/Cpt1c/Abhd2/Ndufab1/Acadsb/Slc27a1/Tecr/Nudt7/Etfa/Elovl4/Pdk3/Acot5/Them5" 83
"73" "black" "BP" "GO:0006749" "glutathione metabolic process" "27/2186" "66/14705" 2.4966567448295e-07 1.86941448866275e-05 1.78888065826356e-05 "Gsta3/Idh1/Ggt1/Gstt3/Gstt1/Gpx4/Chac2/Oplah/Sod1/Sod2/Glo1/Clic3/Ggt7/Gss/Gstm5/Gstm1/Gstm2/Cth/Gstk1/Nat8f3/Nat8f5/Nat8/Nat8f4/Nat8f1/Mgst1/Gsta4/Hmgn5" 27
"75" "black" "BP" "GO:0061620" "glycolytic process through glucose-6-phosphate" "12/2186" "17/14705" 3.37530855947299e-07 2.45992487814392e-05 2.35395203256439e-05 "Hk1/Pfkp/Pfkm/Gale/Eno1/Eno2/Tpi1/Gapdh/Gpi1/Aldoa/Pkm/Pgk1" 12
"78" "black" "BP" "GO:0006735" "NADH regeneration" "11/2186" "15/14705" 5.84747163217409e-07 3.99528499268295e-05 3.82316928161488e-05 "Hk1/Pfkp/Pfkm/Eno1/Eno2/Tpi1/Gapdh/Gpi1/Aldoa/Pkm/Pgk1" 11
"79" "black" "BP" "GO:0061621" "canonical glycolysis" "11/2186" "15/14705" 5.84747163217409e-07 3.99528499268295e-05 3.82316928161488e-05 "Hk1/Pfkp/Pfkm/Eno1/Eno2/Tpi1/Gapdh/Gpi1/Aldoa/Pkm/Pgk1" 11
"80" "black" "BP" "GO:0061718" "glucose catabolic process to pyruvate" "11/2186" "15/14705" 5.84747163217409e-07 3.99528499268295e-05 3.82316928161488e-05 "Hk1/Pfkp/Pfkm/Eno1/Eno2/Tpi1/Gapdh/Gpi1/Aldoa/Pkm/Pgk1" 11
"81" "black" "BP" "GO:0030705" "cytoskeleton-dependent intracellular transport" "54/2186" "187/14705" 5.95382326152857e-07 4.01772814166854e-05 3.84464558629441e-05 "Traf3ip1/Kif1a/Nme7/Bloc1s1/Nefh/Wdpcp/Kif3a/Kif1c/Ift20/Myo1d/Hap1/Wdr35/Syne2/Ift43/Ccdc88c/Mak/Map1b/Ift88/Myo10/Ift27/App/Sod1/Rhot2/Dync2li1/Bbs1/Arl3/Ttc30b/Intu/Ift80/Spag17/Fnbp1l/Ssx2ip/Hook1/Agbl4/Prkcz/Wdr19/Dynll1/Ift81/Ift22/Sun1/Dync1i1/Ttc26/Ift122/Bicd1/Fuz/Camsap3/Dync2h1/Myo5c/Myo6/Lca5/Tmem108/Ttc21a/Myrip/Rpgr" 54
"82" "black" "BP" "GO:0006734" "NADH metabolic process" "18/2186" "36/14705" 7.21464947505321e-07 4.80917975983425e-05 4.6020016998125e-05 "Mdh1b/Hk1/Mdh1/Dlst/Pfkp/Pfkm/Nudt12/Eno1/Mdh2/Eno2/Tpi1/Gapdh/Gpi1/Aldoa/Nqo1/Idh3a/Pkm/Pgk1" 18
"86" "black" "BP" "GO:0007288" "sperm axoneme assembly" "13/2186" "21/14705" 1.05188401998726e-06 6.68557913168648e-05 6.39756633453697e-05 "Spag16/Armc2/Ttll5/Ift88/Spag6l/Cfap43/Cfap58/Meig1/Cfap157/Cfap69/Drc7/Ttc12/Mns1" 13
"87" "black" "BP" "GO:0007286" "spermatid development" "40/2186" "127/14705" 1.56439712136947e-06 9.82872950046609e-05 9.405310703067e-05 "Spag16/Cfap221/Armc2/Cfap54/Osbp2/Pld6/Dld/Hspa2/Ttll5/Rec8/Ift88/Dzip1/Spag6l/Pacrg/Tcp11/Rsph1/Rfx2/Nme5/Cfap43/Cfap58/Meig1/Cfap157/Strbp/Mkks/Spag17/Hook1/Cfap69/Kit/Pebp1/Ift81/Ccdc136/Ttc26/Oca2/Abhd2/Drc7/Ttc12/Bbs4/Mns1/Pygo1/Ttc21a" 40
"89" "black" "BP" "GO:0007224" "smoothened signaling pathway" "43/2186" "141/14705" 1.69469758660297e-06 0.000104081089981706 9.95973070115929e-05 "Stk36/Armc9/Traf3ip1/Nme7/Tmem17/Wdpcp/Kif3a/Wnt9a/B9d1/Ift20/Dcdc2a/Ift88/Dzip1/Ift27/Boc/Arl6/Scube3/Tctn3/Arl3/Intu/Ift80/Evc2/Evc/Cc2d2a/Wdr19/Ift81/Tctn2/Iqub/Ttc26/Ift122/Tulp3/Fuz/Ttc23/Fgfr2/Sfrp1/Zfp423/Rpgrip1l/Tmem231/Gas8/Dync2h1/Rora/Zic1/Dzip1l" 43
"90" "black" "BP" "GO:0006637" "acyl-CoA metabolic process" "27/2186" "72/14705" 1.92888163776607e-06 0.000115860077275047 0.000110868858971192 "Mpc2/Ogdh/Acsl6/Pdk2/Dld/Acot1/Hmgcs1/Pdhb/Sucla2/Acaa2/Acss2/Fitm2/Pmvk/Slc27a3/Acnat1/Acot11/Acacb/Pdk4/Suclg1/Mcee/Acadsb/Nudt7/Dlat/Pdk3/Pdha1/Acot5/Them5" 27
"91" "black" "BP" "GO:0035383" "thioester metabolic process" "27/2186" "72/14705" 1.92888163776607e-06 0.000115860077275047 0.000110868858971192 "Mpc2/Ogdh/Acsl6/Pdk2/Dld/Acot1/Hmgcs1/Pdhb/Sucla2/Acaa2/Acss2/Fitm2/Pmvk/Slc27a3/Acnat1/Acot11/Acacb/Pdk4/Suclg1/Mcee/Acadsb/Nudt7/Dlat/Pdk3/Pdha1/Acot5/Them5" 27
"93" "black" "BP" "GO:0009062" "fatty acid catabolic process" "31/2186" "90/14705" 2.86878997140916e-06 0.000168610817029274 0.000161347112257296 "Acadl/Irs1/Dbi/Aig1/Acadvl/Acox1/Eci3/Auh/Acox2/Hacl1/Eci1/Plin5/Abhd3/Acaa2/Cpt1a/Phyh/Ivd/Lpin3/Etfdh/Bdh2/Acadm/Cpt2/Echdc2/Faah/Hadhb/Acacb/Akt2/Etfb/Abhd2/Nudt7/Etfa" 31
"97" "black" "BP" "GO:0046939" "nucleotide phosphorylation" "32/2186" "96/14705" 4.44800675574846e-06 0.000250647473473413 0.000239849653492286 "Nme7/Ak9/Hkdc1/Hk1/Ogdh/Guk1/Esrrb/Ak7/Pfkp/Ppara/Pfkm/Zbtb20/App/Jmjd8/Nme5/Arl2/Pgam1/Eno4/Ak8/Mtch2/Prkaa2/Gale/Eno1/Ppargc1a/Eno2/Tpi1/Gapdh/Gpi1/Aldoa/Pkm/Nme9/Pgk1" 32
"99" "black" "BP" "GO:0006165" "nucleoside diphosphate phosphorylation" "31/2186" "92/14705" 4.842872387994e-06 0.00026738525730076 0.000255866378478918 "Nme7/Ak9/Hkdc1/Hk1/Ogdh/Esrrb/Ak7/Pfkp/Ppara/Pfkm/Zbtb20/App/Jmjd8/Nme5/Arl2/Pgam1/Eno4/Ak8/Mtch2/Prkaa2/Gale/Eno1/Ppargc1a/Eno2/Tpi1/Gapdh/Gpi1/Aldoa/Pkm/Nme9/Pgk1" 31
"102" "black" "BP" "GO:0010970" "transport along microtubule" "46/2186" "161/14705" 5.427805016688e-06 0.000290866492364869 0.000278336048791771 "Traf3ip1/Kif1a/Nme7/Bloc1s1/Nefh/Wdpcp/Kif3a/Kif1c/Ift20/Hap1/Wdr35/Syne2/Ift43/Mak/Map1b/Ift88/Ift27/App/Sod1/Rhot2/Dync2li1/Bbs1/Arl3/Ttc30b/Intu/Ift80/Spag17/Ssx2ip/Agbl4/Prkcz/Wdr19/Dynll1/Ift81/Ift22/Sun1/Dync1i1/Ttc26/Ift122/Bicd1/Fuz/Camsap3/Dync2h1/Lca5/Tmem108/Ttc21a/Rpgr" 46
"103" "black" "BP" "GO:1902017" "regulation of cilium assembly" "23/2186" "60/14705" 7.13367516684045e-06 0.00037856959671796 0.000362260929014105 "Syne1/Limk2/Wdpcp/Ift20/Hap1/Syne2/Dcdc2a/Mak/Ift88/Dzip1/Mapk15/Dync2li1/Intu/Odf2l/Tmem67/Dynll1/Arhgap35/Fuz/Ccp110/Yap1/Bbs4/Mns1/Zmynd10" 23
"106" "black" "BP" "GO:0016042" "lipid catabolic process" "61/2186" "240/14705" 1.16893997729701e-05 0.0006027760298024 0.000576808614417957 "Idh1/Acadl/Plcd4/Irs1/Dbi/Prdx6/Apoa2/Aig1/Smpdl3a/Pld6/Acadvl/Plcd3/Acox1/Eci3/Auh/Srd5a1/Acox2/Hacl1/Pcca/Enpp2/Oc90/Eci1/Cyp39a1/Plin5/Abhd3/Cidea/Acaa2/Cpt1a/Lgals12/Plce1/Phyh/Ivd/Lpin3/Fitm2/Nceh1/Plch1/Etfdh/Pla2g12a/Bdh2/Acadm/Hint2/Cpt2/Echdc2/Faah/Pafah2/Pla2g2c/Pla2g5/Napepld/Hadhb/Acacb/Rarres2/Apoc1/Akt2/Etfb/Abhd2/Smpd1/Ins2/Pnpla6/Mt3/Nudt7/Etfa" 61
"107" "black" "BP" "GO:1902652" "secondary alcohol metabolic process" "36/2186" "119/14705" 1.40514925074728e-05 0.000717808019120058 0.000686885059219205 "Idh1/Acadl/Apoa2/Srebf1/Acadvl/Abca5/Hmgcs1/Thrb/Fdft1/Ephx2/Sqle/Aco2/App/Sod1/Cyp39a1/Vldlr/Abca2/Cyp7b1/Fdps/Pmvk/Lepr/Prkaa2/Dhcr24/Cyp51/Pon1/Apoc1/Tsku/Smpd1/Fgfr1/Msmo1/Mt3/Aplp2/Sc5d/Abcg4/Fdx1/Idh3a" 36
"108" "black" "BP" "GO:0006007" "glucose catabolic process" "12/2186" "22/14705" 1.70136534291741e-05 0.000861079904109865 0.000823984833231636 "Hk1/Pfkp/Pfkm/Bad/Eno1/Eno2/Tpi1/Gapdh/Gpi1/Aldoa/Pkm/Pgk1" 12
"110" "black" "BP" "GO:0007005" "mitochondrion organization" "105/2186" "479/14705" 1.767694681801e-05 0.000878383557338569 0.000840543050131021 "Tmem14a/Ndufs1/Erbb4/Bcl2/Timm17a/Ndufs2/Cox20/Hebp2/Aifm2/Chchd10/Atp5d/Ndufs7/Ndufa12/Dusp18/Mtfp1/Vdac1/Slc22a5/Lyrm7/Pld6/Srebf1/Tmem102/Poldip2/Phb/Hap1/Wdr35/Ndufs6/Ppif/Cideb/Dnajc15/Ndufb9/Ndufa6/Lrrk2/Cox14/Pam16/Mpv17l/Fam162a/Cxadr/Tmem242/Sod2/Ndufb10/Rhot2/Alkbh7/Ndufa11/Acaa2/Bad/Fxn/Ndufb8/Ndufa8/Mtx2/Mtch2/Ndufs3/Ndufaf5/Map1lc3a/Romo1/Mtfr1/Ndufb5/Ndufc1/Msto1/Ndufaf6/Ndufb6/Ndufs5/Sfn/Stpg1/Mfn2/Pmpcb/Tomm7/Cdk5/Letm1/Ppargc1a/Hip1r/Chchd2/Ndufa5/Chchd3/Ndufb2/Cntnap2/Immt/Slc4a5/Chchd6/Gabarapl1/Ndufa3/Cox7a1/Cep89/Plekhf1/Myh14/Rab38/Ndufc2/Arfip2/Coq7/Ndufab1/Cttn/Slc25a4/Rab3a/Ndufb7/Nol3/Spata33/Cox7a2/Rnf7/Higd1a/Ndufb11/Ndufa1/Aifm1/Mtm1/Fundc2/Apoo/Timm8a1" 105
"111" "black" "BP" "GO:0042461" "photoreceptor cell development" "19/2186" "47/14705" 1.82018794930754e-05 0.000891406061879266 0.000853004548978003 "Ahi1/Ift20/Fscn2/Ntrk2/Thrb/Rabl2/Bbs1/Rom1/Arl3/Crb2/Nphp1/Gnat2/Tmem67/Nphp4/Ttc26/Rpgrip1l/Mfrp/Bbs4/Rpgr" 19
"112" "black" "BP" "GO:0046530" "photoreceptor cell differentiation" "23/2186" "63/14705" 1.82651809239806e-05 0.000891406061879266 0.000853004548978003 "Ahi1/Ift20/Sox9/Fscn2/Ttc8/Ntrk2/Thrb/Otx2/Rabl2/Six3os1/Bbs1/Rom1/Arl3/Crb2/Nphp1/Gnat2/Tmem67/Nphp4/Ttc26/Rpgrip1l/Mfrp/Bbs4/Rpgr" 23
"117" "black" "BP" "GO:0006086" "acetyl-CoA biosynthetic process from pyruvate" "8/2186" "11/14705" 2.550097727748e-05 0.00118125713388734 0.0011303689214255 "Mpc2/Pdk2/Dld/Pdhb/Pdk4/Dlat/Pdk3/Pdha1" 8
"118" "black" "BP" "GO:0009068" "aspartate family amino acid catabolic process" "8/2186" "11/14705" 2.550097727748e-05 0.00118125713388734 0.0011303689214255 "Ddo/Gcat/Asrgl1/Got1/Sdsl/Aass/Got2/Tdh" 8
"120" "black" "BP" "GO:0007368" "determination of left/right symmetry" "30/2186" "96/14705" 3.60106661568677e-05 0.00164028584344532 0.00156962280818838 "Daw1/Nme7/Cfap45/Ahi1/Bicc1/Cep290/Kif3a/Cfap52/Tmem107/Nek8/Ccdc103/Foxj1/Ccdc40/Dnah11/Ift88/Zic2/Lrrc6/Dync2li1/Cfap53/Dpcd/Enkur/Tmem67/Drc1/Cc2d2a/Nat8f5/Dnaaf3/Rpgrip1l/Dnaaf1/Gas8/Dync2h1" 30
