"Cluster" "ONTOLOGY" "ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"1051" "antiquewhite4" "BP" "GO:0002440" "production of molecular mediator of immune response" "15/348" "227/14705" 0.000339645227458532 0.0118004814539014 0.0104912049098405 "Fcgr2b/Vsir/Hfe/Cd86/Malt1/Gba/Tlr4/Laptm5/Tnfrsf1b/P2rx7/Pycard/Tlr3/Il18/Sash3/Tlr7" 15
"1062" "antiquewhite4" "BP" "GO:0046851" "negative regulation of bone remodeling" "4/348" "15/14705" 0.000342230105092627 0.0118004814539014 0.0104912049098405 "Gpr137b/Tmem119/P2rx7/Csk" 4
"1082" "antiquewhite4" "BP" "GO:0032649" "regulation of interferon-gamma production" "9/348" "95/14705" 0.000412240173975253 0.013951276258144 0.0124033666380273 "Vsir/Cd47/Tlr4/Laptm5/Pycard/Tlr3/Il18/Sash3/Tlr7" 9
"109" "antiquewhite4" "BP" "GO:0046513" "ceramide biosynthetic process" "7/348" "58/14705" 0.000417074790961654 0.0139853978070169 0.0124337023630963 "Ormdl1/B4galt4/B3galt4/St6galnac4/Gba/P2rx7/Asah1" 7
"1113" "antiquewhite4" "BP" "GO:0001845" "phagolysosome assembly" "4/348" "16/14705" 0.000447835849568082 0.0147463065781202 0.0131101874596175 "P2rx7/Arl8b/Cln3/Rab39" 4
"1121" "antiquewhite4" "BP" "GO:0045453" "bone resorption" "7/348" "59/14705" 0.000463761080740161 0.0151343459830829 0.0134551734609481 "Gpr137b/Csf1r/Idua/Tmem119/P2rx7/Tpp1/Csk" 7
"1142" "antiquewhite4" "BP" "GO:0032945" "negative regulation of mononuclear cell proliferation" "8/348" "78/14705" 0.000503397712754541 0.0159992925227639 0.0142241532198926 "Fcgr2b/Vsir/Cd300a/Cd86/Tnfrsf21/Itch/Lyn/Laptm5" 8
"1151" "antiquewhite4" "BP" "GO:0050672" "negative regulation of lymphocyte proliferation" "8/348" "78/14705" 0.000503397712754541 0.0159992925227639 0.0142241532198926 "Fcgr2b/Vsir/Cd300a/Cd86/Tnfrsf21/Itch/Lyn/Laptm5" 8
"1161" "antiquewhite4" "BP" "GO:0002709" "regulation of T cell mediated immunity" "8/348" "79/14705" 0.000548792014726945 0.017291679429543 0.0153731483617249 "Vsir/Hfe/Tap2/Malt1/Tnfrsf1b/P2rx7/Il18/Sash3" 8
"1172" "antiquewhite4" "BP" "GO:0001776" "leukocyte homeostasis" "10/348" "120/14705" 0.000560681727599448 0.0173668789353897 0.0154400043987466 "Slc40a1/Fcgr2b/Adam17/Tnfrsf17/Mertk/Lyn/P2rx7/Slc37a4/Il18/Sash3" 10
"1181" "antiquewhite4" "BP" "GO:0071887" "leukocyte apoptotic process" "10/348" "120/14705" 0.000560681727599448 0.0173668789353897 0.0154400043987466 "Fcgr2b/Adam17/Crkl/Tnfrsf21/Mertk/Lyn/P2rx7/Vhl/Il18/Ccr5" 10
"1191" "antiquewhite4" "BP" "GO:1905146" "lysosomal protein catabolic process" "4/348" "17/14705" 0.000574768250433232 0.0176535962633064 0.0156949101201892 "Ccdc115/Grn/Tpp1/Cln3" 4
"1201" "antiquewhite4" "BP" "GO:1903038" "negative regulation of leukocyte cell-cell adhesion" "10/348" "122/14705" 0.000638672065303432 0.0194528866557004 0.0172945672420324 "Vsir/Cd300a/Hfe/Cd86/Tnfrsf21/Itch/Pag1/Tnfaip8l2/Laptm5/Lag3" 10
"1213" "antiquewhite4" "BP" "GO:0006664" "glycolipid metabolic process" "8/348" "81/14705" 0.000649517197206708 0.0196197136842192 0.0174428846261601 "Pigc/Pigx/B4galt4/St3gal6/B3galt4/St6galnac4/Gba/Hexa" 8
"1222" "antiquewhite4" "BP" "GO:0046849" "bone remodeling" "8/348" "82/14705" 0.000705193382691814 0.0209551366970616 0.0186301409702151 "Gpr137b/Csf1r/Idua/Tmem119/P2rx7/Tpp1/Inpp4b/Csk" 8
"1231" "antiquewhite4" "BP" "GO:1903509" "liposaccharide metabolic process" "8/348" "82/14705" 0.000705193382691814 0.0209551366970616 0.0186301409702151 "Pigc/Pigx/B4galt4/St3gal6/B3galt4/St6galnac4/Gba/Hexa" 8
"1242" "antiquewhite4" "BP" "GO:0032656" "regulation of interleukin-13 production" "4/348" "18/14705" 0.000725290601459168 0.0212111081947424 0.0188577121454878 "Tnfrsf21/Tlr4/Lilra5/Il18" 4
"1261" "antiquewhite4" "BP" "GO:0002274" "myeloid leukocyte activation" "14/348" "219/14705" 0.000737643391917381 0.0213975126782383 0.0190234348441851 "Ifngr1/Grn/Cd300a/Gpr137b/Adora3/Lyn/Tlr4/Tlr6/Cd33/Il16/Pycard/Tlr3/Il18/Tgfbr2" 14
"1271" "antiquewhite4" "BP" "GO:0045428" "regulation of nitric oxide biosynthetic process" "7/348" "64/14705" 0.000763478811486775 0.0219725594959383 0.0195346795777843 "Tlr5/Esr1/Cd47/Tlr4/Tlr6/Epor/Smad3" 7
"128" "antiquewhite4" "BP" "GO:0032609" "interferon-gamma production" "9/348" "104/14705" 0.000800681287321119 0.0228632039465523 0.0203265060358577 "Vsir/Cd47/Tlr4/Laptm5/Pycard/Tlr3/Il18/Sash3/Tlr7" 9
"129" "antiquewhite4" "BP" "GO:0002532" "production of molecular mediator involved in inflammatory response" "8/348" "84/14705" 0.000828074388260573 0.0234621076673829 0.020858960722647 "Grn/Cd300a/Adam17/Adora3/Lyn/Tlr4/Tlr6/Pycard" 8
"1301" "antiquewhite4" "BP" "GO:0080164" "regulation of nitric oxide metabolic process" "7/348" "65/14705" 0.000838557013697358 0.0235763529620296 0.0209605303747672 "Tlr5/Esr1/Cd47/Tlr4/Tlr6/Epor/Smad3" 7
"1341" "antiquewhite4" "BP" "GO:0032616" "interleukin-13 production" "4/348" "19/14705" 0.000901686767927335 0.0245945159460777 0.0218657270431397 "Tnfrsf21/Tlr4/Lilra5/Il18" 4
"135" "antiquewhite4" "BP" "GO:0005975" "carbohydrate metabolic process" "23/348" "475/14705" 0.000962800066223439 0.0260669203114568 0.0231747665062905 "Npl/Rptor/B4galt4/St3gal6/Slc3a2/St6galnac4/Slc2a8/Ggta1/Soga1/B3galnt1/Ctbs/Man1c1/Khk/Idua/P2rx7/P2ry6/Inpp4b/Siae/Slc37a4/Hexa/Chst7/Renbp/Fam3a" 23
"1362" "antiquewhite4" "BP" "GO:0071216" "cellular response to biotic stimulus" "13/348" "201/14705" 0.00101556352893896 0.0272932698402344 0.0242650511906699 "Fcgr2b/Cd68/Mtdh/Cd86/Malt1/Lyn/Abca1/Tlr4/Tnfrsf1b/Tlr6/Bid/Pycard/Il18" 13
"1371" "antiquewhite4" "BP" "GO:0006639" "acylglycerol metabolic process" "9/348" "108/14705" 0.00104977648035444 0.0280068104795289 0.0248994237022985 "Esr1/Liph/Lmf1/Abhd12/Daglb/Mgll/Thrsp/Pla2g15/Slc37a4" 9
"1381" "antiquewhite4" "BP" "GO:0002237" "response to molecule of bacterial origin" "15/348" "254/14705" 0.00108773433751846 0.0286000250169239 0.0254268204268829 "Fcgr2b/Cd68/Adam17/Mtdh/Cd86/Tap2/Malt1/Lyn/Abca1/Tlr4/Tnfrsf1b/Tlr6/P2rx7/Pycard/Il18" 15
"139" "antiquewhite4" "BP" "GO:0071219" "cellular response to molecule of bacterial origin" "12/348" "178/14705" 0.00110018068009029 0.0286000250169239 0.0254268204268829 "Fcgr2b/Cd68/Mtdh/Cd86/Malt1/Lyn/Abca1/Tlr4/Tnfrsf1b/Tlr6/Pycard/Il18" 12
"1414" "antiquewhite4" "BP" "GO:0034104" "negative regulation of tissue remodeling" "4/348" "20/14705" 0.00110625064921837 0.0286000250169239 0.0254268204268829 "Gpr137b/Tmem119/P2rx7/Csk" 4
"1431" "antiquewhite4" "BP" "GO:0007041" "lysosomal transport" "9/348" "109/14705" 0.00112095585093559 0.0286510044417454 0.0254721436278114 "Arf1/Grn/Chmp6/Ncoa4/Vps18/Laptm5/Arl8b/Cln3/Vps11" 9
"1451" "antiquewhite4" "BP" "GO:0097006" "regulation of plasma lipoprotein particle levels" "6/348" "52/14705" 0.00136833035326009 0.0344106187474016 0.0305927223193114 "Arf1/Lmf1/Abca1/Lpcat3/Csk/Ccdc22" 6
"1462" "antiquewhite4" "BP" "GO:0002664" "regulation of T cell tolerance induction" "3/348" "10/14705" 0.00139337115584554 0.0344106187474016 0.0305927223193114 "Cd86/Itch/Tgfbr2" 3
"1471" "antiquewhite4" "BP" "GO:0030259" "lipid glycosylation" "3/348" "10/14705" 0.00139337115584554 0.0344106187474016 0.0305927223193114 "Ggta1/Slc35c1/Gba" 3
"1482" "antiquewhite4" "BP" "GO:0140052" "cellular response to oxidised low-density lipoprotein particle stimulus" "3/348" "10/14705" 0.00139337115584554 0.0344106187474016 0.0305927223193114 "Cd68/Tlr4/Tlr6" 3
"1501" "antiquewhite4" "BP" "GO:0001666" "response to hypoxia" "12/348" "186/14705" 0.00160328959767216 0.0390668231966116 0.0347323157053611 "Rptor/P4hb/Adam17/Hmox2/Slc8a1/Slc2a8/Tbl2/Vhl/Itpr2/Il18/Smad3/Map2k1" 12
"1514" "antiquewhite4" "BP" "GO:0046467" "membrane lipid biosynthetic process" "9/348" "115/14705" 0.00163438368465392 0.0395607441550337 0.0351714355840129 "Ormdl1/Pigc/Pigx/B4galt4/B3galt4/St6galnac4/Gba/P2rx7/Asah1" 9
"1521" "antiquewhite4" "BP" "GO:0006040" "amino sugar metabolic process" "5/348" "37/14705" 0.00168695735842701 0.0405646654279653 0.0360639706749597 "Npl/Ctbs/Dpagt1/Chst7/Renbp" 5
"1531" "antiquewhite4" "BP" "GO:0070482" "response to oxygen levels" "13/348" "213/14705" 0.00171521113451589 0.0409744882134352 0.0364283231664985 "Ccdc115/Rptor/P4hb/Adam17/Hmox2/Slc8a1/Slc2a8/Tbl2/Vhl/Itpr2/Il18/Smad3/Map2k1" 13
"1542" "antiquewhite4" "BP" "GO:0006809" "nitric oxide biosynthetic process" "7/348" "74/14705" 0.0018087171301963 0.0429276695510875 0.0381647968620368 "Tlr5/Esr1/Cd47/Tlr4/Tlr6/Epor/Smad3" 7
"1552" "antiquewhite4" "BP" "GO:2000106" "regulation of leukocyte apoptotic process" "8/348" "95/14705" 0.00184548134449878 0.0432724215048231 0.0384712982030064 "Fcgr2b/Adam17/Mertk/Lyn/P2rx7/Vhl/Il18/Ccr5" 8
"1562" "antiquewhite4" "BP" "GO:0002517" "T cell tolerance induction" "3/348" "11/14705" 0.00188243912975838 0.0432724215048231 0.0384712982030064 "Cd86/Itch/Tgfbr2" 3
"1571" "antiquewhite4" "BP" "GO:0036005" "response to macrophage colony-stimulating factor" "3/348" "11/14705" 0.00188243912975838 0.0432724215048231 0.0384712982030064 "Csf1r/Tlr4/Dok1" 3
"1582" "antiquewhite4" "BP" "GO:0036006" "cellular response to macrophage colony-stimulating factor stimulus" "3/348" "11/14705" 0.00188243912975838 0.0432724215048231 0.0384712982030064 "Csf1r/Tlr4/Dok1" 3
"1591" "antiquewhite4" "BP" "GO:0036065" "fucosylation" "3/348" "11/14705" 0.00188243912975838 0.0432724215048231 0.0384712982030064 "Slc35c1/Slc35c2/Fut10" 3
"1602" "antiquewhite4" "BP" "GO:0002504" "antigen processing and presentation of peptide or polysaccharide antigen via MHC class II" "4/348" "23/14705" 0.00191183870945858 0.0436735655191943 0.0388279348427541 "Fcgr2b/Unc93b1/Arl8b/Pycard" 4
"1614" "antiquewhite4" "BP" "GO:0071900" "regulation of protein serine/threonine kinase activity" "16/348" "297/14705" 0.00195135102841426 0.0442993044028207 0.0393842473011758 "Marcks/Cd300a/Rptor/Adam17/Fem1a/Slc8a1/Csf1r/Gba/Lyn/Tlr4/Tlr6/P2rx7/Pycard/Csk/Map2k1/Dusp7" 16
"1622" "antiquewhite4" "BP" "GO:0043409" "negative regulation of MAPK cascade" "11/348" "166/14705" 0.00200929157812894 0.0453330908522301 0.0403033339940483 "Dusp27/Cd300a/Fem1a/Itch/Gba/Lyn/Tlr4/P2rx7/Dok1/Csk/Dusp7" 11
"1641" "antiquewhite4" "BP" "GO:0046209" "nitric oxide metabolic process" "7/348" "76/14705" 0.00211084033228585 0.0470434232591754 0.0418239031178845 "Tlr5/Esr1/Cd47/Tlr4/Tlr6/Epor/Smad3" 7
"1651" "antiquewhite4" "BP" "GO:0045860" "positive regulation of protein kinase activity" "16/348" "300/14705" 0.00215947148513066 0.0478355653221366 0.0425281561377884 "Marcks/Abi3/Cd300a/Rptor/Adam17/Cd86/Csf1r/Malt1/Tlr4/Tlr6/P2rx7/Lilra5/Il18/Csk/Map2k1/Tgfbr2" 16
"1672" "antiquewhite4" "BP" "GO:0046461" "neutral lipid catabolic process" "4/348" "24/14705" 0.00225188764682177 0.0489919604115094 0.0435562479056317 "Liph/Abhd12/Daglb/Mgll" 4
"1682" "antiquewhite4" "BP" "GO:0046464" "acylglycerol catabolic process" "4/348" "24/14705" 0.00225188764682177 0.0489919604115094 0.0435562479056317 "Liph/Abhd12/Daglb/Mgll" 4
"1691" "antiquewhite4" "BP" "GO:0033674" "positive regulation of kinase activity" "18/348" "360/14705" 0.00238069373792887 0.0497999672048611 0.0442746054464414 "Marcks/Abi3/Cd300a/Rptor/Adam17/Cd86/Csf1r/Malt1/Mertk/Lyn/Tlr4/Tlr6/P2rx7/Lilra5/Il18/Csk/Map2k1/Tgfbr2" 18
"1713" "antiquewhite4" "BP" "GO:0006509" "membrane protein ectodomain proteolysis" "5/348" "40/14705" 0.00240345209125659 0.0497999672048611 0.0442746054464414 "Adam17/Sppl2a/Lrig2/Tnfrsf1b/P2rx7" 5
"1722" "antiquewhite4" "BP" "GO:0002704" "negative regulation of leukocyte mediated immunity" "6/348" "58/14705" 0.00241653118390255 0.0497999672048611 0.0442746054464414 "Fcgr2b/Vsir/Cd300a/Hfe/Gfer/Tap2" 6
"1732" "antiquewhite4" "BP" "GO:0042267" "natural killer cell mediated cytotoxicity" "6/348" "58/14705" 0.00241653118390255 0.0497999672048611 0.0442746054464414 "Gfer/Tap2/Vav1/Arl8b/Lag3/Il18" 6
"1742" "antiquewhite4" "BP" "GO:0050885" "neuromuscular process controlling balance" "6/348" "58/14705" 0.00241653118390255 0.0497999672048611 0.0442746054464414 "Cdh23/Tifab/Slc1a3/Tpp1/Cln3/Hexa" 6
"1761" "antiquewhite4" "BP" "GO:2001057" "reactive nitrogen species metabolic process" "7/348" "78/14705" 0.00245056033724235 0.0497999672048611 0.0442746054464414 "Tlr5/Esr1/Cd47/Tlr4/Tlr6/Epor/Smad3" 7
"1781" "antiquewhite4" "BP" "GO:0007042" "lysosomal lumen acidification" "3/348" "12/14705" 0.00246615432669763 0.0497999672048611 0.0442746054464414 "Ccdc115/Grn/Cln3" 3
"1791" "antiquewhite4" "BP" "GO:0060368" "regulation of Fc receptor mediated stimulatory signaling pathway" "3/348" "12/14705" 0.00246615432669763 0.0497999672048611 0.0442746054464414 "Cd47/Lyn/Csk" 3
"1714" "antiquewhite4" "CC" "GO:0000323" "lytic vacuole" "42/349" "456/14727" 3.7859107388502e-14 7.19323040381538e-12 6.77478763794246e-12 "Ccdc115/Marcks/Cd164/Ostm1/Slc29a3/Cd68/Ctns/Naglu/Grn/Chmp6/Rptor/Gpr137b/Arsk/Ncoa4/Unc93b1/Ctsf/Slc3a2/Cyb561a3/Calcrl/Acp2/Vps18/Sppl2a/Ctsa/Mfsd1/Gba/Ctbs/Laptm5/Slc35f6/Idua/Slc46a3/Eva1a/Arl8b/Prcp/Tpp1/Cln3/Asah1/Pla2g15/Siae/Vps11/Rab39/Hexa/Tlr7" 42
"2111" "antiquewhite4" "CC" "GO:0005764" "lysosome" "42/349" "456/14727" 3.7859107388502e-14 7.19323040381538e-12 6.77478763794246e-12 "Ccdc115/Marcks/Cd164/Ostm1/Slc29a3/Cd68/Ctns/Naglu/Grn/Chmp6/Rptor/Gpr137b/Arsk/Ncoa4/Unc93b1/Ctsf/Slc3a2/Cyb561a3/Calcrl/Acp2/Vps18/Sppl2a/Ctsa/Mfsd1/Gba/Ctbs/Laptm5/Slc35f6/Idua/Slc46a3/Eva1a/Arl8b/Prcp/Tpp1/Cln3/Asah1/Pla2g15/Siae/Vps11/Rab39/Hexa/Tlr7" 42
"3212" "antiquewhite4" "CC" "GO:0005774" "vacuolar membrane" "18/349" "212/14727" 3.06460099314357e-06 0.000387291562883876 0.000364762136788138 "Ccdc115/Ostm1/Slc29a3/Cd68/Ctns/Grn/Chmp6/Gpr137b/Cyb561a3/Sppl2a/Rpn2/Gba/Laptm5/Slc35f6/Slc46a3/Arl8b/Sbf2/Cln3" 18
"455" "antiquewhite4" "CC" "GO:0009897" "external side of plasma membrane" "25/349" "379/14727" 4.07675329351448e-06 0.000387291562883876 0.000364762136788138 "Fcgr2b/Vsir/P4hb/Hfe/Cd86/Cd200r1/Ebi3/Adgre1/Entpd1/Cd302/P2ry12/Fcgr1/Abca1/Tlr4/P2rx7/Clec4a3/Lag3/Cd33/Siglece/Epor/Tgfbr2/Itga9/Ccr5/Il13ra1/Cxcr3" 25
"76" "antiquewhite4" "CC" "GO:0140534" "endoplasmic reticulum protein-containing complex" "11/349" "120/14727" 0.000131083148502139 0.00711594234725897 0.00670199556251538 "Ormdl1/Pigc/P4hb/Derl1/Tapbp/Tap2/Rpn2/Ddost/Sec61a1/Emc3/Stt3a" 11
"814" "antiquewhite4" "CC" "GO:0000139" "Golgi membrane" "16/349" "238/14727" 0.000181216391252876 0.00860777858451162 0.00810704908236551 "Arf1/Mfng/B4galt4/Tapbp/B3galt4/B3galnt1/Slc30a7/Man1c1/B3galt6/Tnfrsf1a/Cln3/Pycard/Fut10/Rab39/Scamp5/Chst7" 16
"932" "antiquewhite4" "CC" "GO:0005770" "late endosome" "14/349" "203/14727" 0.000350688796117111 0.0148068602805002 0.0139455193777565 "Arf1/Cd68/Ctns/Stard3/Grn/Chmp6/Derl1/Cyb561a3/Vps18/Sppl2a/Cln3/Vps11/Map2k1/Rnf128" 14
"1014" "antiquewhite4" "CC" "GO:0043202" "lysosomal lumen" "4/349" "19/14727" 0.000906341252063682 0.0344409675784199 0.0324374763896476 "Naglu/Gba/Idua/Hexa" 4
"1102" "antiquewhite4" "MF" "GO:0016757" "glycosyltransferase activity" "18/346" "208/14543" 2.46163470379203e-06 0.000896651890062701 0.000840818859102533 "Ugt1a7c/Pigc/Mfng/Alg1/B4galt4/St3gal6/B3galt4/Gcnt1/St6galnac4/Ggta1/B3galnt1/Gba/B3galt6/Plod3/Fut10/Stt3a/Dpagt1/Hexa" 18
"2213" "antiquewhite4" "MF" "GO:0016758" "hexosyltransferase activity" "15/346" "151/14543" 3.15722496500951e-06 0.000896651890062701 0.000840818859102533 "Ugt1a7c/Pigc/Mfng/Alg1/B4galt4/B3galt4/Gcnt1/Ggta1/B3galnt1/Gba/B3galt6/Plod3/Fut10/Stt3a/Hexa" 15
"3313" "antiquewhite4" "MF" "GO:0035250" "UDP-galactosyltransferase activity" "6/346" "21/14543" 6.96608882359205e-06 0.00131891281726676 0.00123678629639915 "B4galt4/B3galt4/Ggta1/B3galnt1/B3galt6/Plod3" 6
"553" "antiquewhite4" "MF" "GO:0001614" "purinergic nucleotide receptor activity" "5/346" "16/14543" 2.6063277416636e-05 0.00246732359544154 0.00231368743382769 "P2ry13/P2ry12/P2rx7/P2ry6/Gpr34" 5
"633" "antiquewhite4" "MF" "GO:0016502" "nucleotide receptor activity" "5/346" "16/14543" 2.6063277416636e-05 0.00246732359544154 0.00231368743382769 "P2ry13/P2ry12/P2rx7/P2ry6/Gpr34" 5
"710" "antiquewhite4" "MF" "GO:0016798" "hydrolase activity, acting on glycosyl bonds" "11/346" "103/14543" 3.33471915699029e-05 0.00270588640167212 0.00253739532847682 "Naglu/Nagpa/Adprh/Gba/Ctbs/Tlr4/Tlr12/Man1c1/Tlr6/Idua/Hexa" 11
"831" "antiquewhite4" "MF" "GO:0140375" "immune receptor activity" "11/346" "107/14543" 4.76053385205881e-05 0.00337997903496176 0.00316951332781811 "Fcgr2b/Ifngr1/Ifnar2/Il10rb/Ebi3/Fcgr1/Lilra5/Epor/Ccr5/Il13ra1/Cxcr3" 11
"951" "antiquewhite4" "MF" "GO:0045028" "G protein-coupled purinergic nucleotide receptor activity" "4/346" "10/14543" 5.90364218378241e-05 0.00372585417820934 0.00349385139765368 "P2ry13/P2ry12/P2ry6/Gpr34" 4
"1114" "antiquewhite4" "MF" "GO:0019955" "cytokine binding" "10/346" "119/14543" 0.000546464529032105 0.028217441135476 0.0264603877215546 "Ifngr1/Ifnar2/Ebi3/Csf1r/Tnfrsf1b/Tnfrsf1a/Tgfbr2/Ccr5/Il13ra1/Cxcr3" 10
"1251" "antiquewhite4" "MF" "GO:0004896" "cytokine receptor activity" "8/346" "83/14543" 0.00079110036904003 0.0374454174678948 0.0351137532223031 "Ifngr1/Ifnar2/Il10rb/Ebi3/Epor/Ccr5/Il13ra1/Cxcr3" 8
"1100" "salmon4" "BP" "GO:0042113" "B cell activation" "19/209" "242/14705" 1.69938515239784e-09 5.14233947115586e-06 4.2699287987091e-06 "Dock10/Inpp5d/Icosl/Stat6/Ikzf1/Stat5b/Syk/Prkcd/Nfam1/Nfatc1/Abl1/Spi1/Nfatc2/Themis2/Pik3cd/Slc15a4/Pou2f2/Pkn1/Cmtm7" 19
"2100" "salmon4" "BP" "GO:0002250" "adaptive immune response" "22/209" "357/14705" 7.84590392934746e-09 1.18708526451027e-05 9.85693298913284e-06 "Inpp5d/Fcgr3/Icosl/Stat6/Trim27/Syk/Prkcd/Pag1/Il6ra/Bach2/C1qc/Pik3cd/Slc15a4/Il17ra/Pou2f2/Il4ra/Il21r/Pkn1/Tyk2/Rab27a/Tfe3/Was" 22
"390" "salmon4" "BP" "GO:0022407" "regulation of cell-cell adhesion" "22/209" "413/14705" 1.05769184149879e-07 0.000106685850412511 8.85863307248282e-05 "Icosl/Mapk7/Pik3r6/Stat5b/Prkca/Syk/Zmiz1/Prkcd/Runx1/Rasal3/Fermt3/Dock8/Gpam/Abl1/Spi1/Sirpa/Pag1/Il6ra/Akna/Sh2b3/Il4ra/Tyk2" 22
"417" "salmon4" "BP" "GO:0051249" "regulation of lymphocyte activation" "22/209" "426/14705" 1.81113166887555e-07 0.000137012110750435 0.000113767665621209 "Inpp5d/Icosl/Stat6/Pik3r6/Stat5b/Syk/Zmiz1/Nfam1/Runx1/Rasal3/Dock8/Gpam/Abl1/Sirpa/Nfatc2/Pag1/Themis2/Sh2b3/Slc15a4/Il4ra/Pkn1/Tyk2" 22
"616" "salmon4" "BP" "GO:0042110" "T cell activation" "23/209" "483/14705" 3.96003746866055e-07 0.000199717889669447 0.000165835253292855 "Icosl/Stat6/Ikzf1/Pik3r6/Stat5b/Psen1/Syk/Zmiz1/Runx1/Rasal3/Dock8/Gpam/Abl1/Spi1/Sirpa/Pag1/Il6ra/Sh2b3/Il4ra/Tyk2/Smad3/Rab27a/Was" 23
"716" "salmon4" "BP" "GO:0007264" "small GTPase mediated signal transduction" "20/209" "400/14705" 1.1197429202811e-06 0.000484048868110086 0.000401928774543004 "Dock10/Ralb/Elmo1/Cyth4/Sh3bp1/Rasal3/Arap3/Dock8/Psd4/Abl1/Sh2d3c/Garnl3/Dennd4b/Wasf2/Git2/Rasa3/Dnm2/Dennd4a/Was/Ophn1" 20
"815" "salmon4" "BP" "GO:1903131" "mononuclear cell differentiation" "20/209" "416/14705" 2.04794632593804e-06 0.000774635697786063 0.000643216826317644 "Dock10/Inpp5d/Trpm2/Stat6/Ikzf1/Pik3r6/Stat5b/Psen1/Syk/Zmiz1/Nfam1/Runx1/Nfatc1/Abl1/Spi1/Il6ra/Sh2b3/Pou2f2/Il4ra/Cmtm7" 20
"916" "salmon4" "BP" "GO:0030183" "B cell differentiation" "11/209" "133/14705" 3.05003348512594e-06 0.00102548903622123 0.000851512272397148 "Dock10/Inpp5d/Ikzf1/Stat5b/Syk/Nfam1/Nfatc1/Abl1/Spi1/Pou2f2/Cmtm7" 11
"1015" "salmon4" "BP" "GO:0016064" "immunoglobulin mediated immune response" "10/209" "109/14705" 3.4011409503052e-06 0.00102918525156235 0.000854581415618791 "Inpp5d/Fcgr3/Icosl/Stat6/Prkcd/C1qc/Slc15a4/Pou2f2/Il4ra/Il21r" 10
"1214" "salmon4" "BP" "GO:0051492" "regulation of stress fiber assembly" "9/209" "91/14705" 5.7007135833397e-06 0.00136990804236872 0.00113749973810628 "Evl/Abl1/Tgfbr1/Wasf2/Pxn/Limk1/Arap1/Smad3/Was" 9
"1312" "salmon4" "BP" "GO:0050817" "coagulation" "11/209" "143/14705" 6.16792323722669e-06 0.00136990804236872 0.00113749973810628 "Prkca/Psen1/Evl/Syk/Prkcd/Fermt3/Entpd1/Il6ra/Hps4/Sh2b3/Rab27a" 11
"1415" "salmon4" "BP" "GO:0043547" "positive regulation of GTPase activity" "14/209" "234/14705" 6.489122574996e-06 0.00136990804236872 0.00113749973810628 "Dock10/Srgap2/Tbc1d10a/Arhgap27/Sema4d/Arhgap22/Sh3bp1/Tbc1d5/Arap3/Dock8/Garnl3/Tbc1d17/Arap1/Gmip" 14
"1515" "salmon4" "BP" "GO:0051251" "positive regulation of lymphocyte activation" "15/209" "268/14705" 6.79068758609742e-06 0.00136990804236872 0.00113749973810628 "Inpp5d/Icosl/Stat6/Pik3r6/Stat5b/Syk/Zmiz1/Runx1/Rasal3/Dock8/Gpam/Sirpa/Nfatc2/Il4ra/Tyk2" 15
"1812" "salmon4" "BP" "GO:0030851" "granulocyte differentiation" "6/209" "36/14705" 1.04693801474736e-05 0.00174859326045911 0.00145194006773434 "Inpp5d/Ikzf1/Runx1/Spi1/C1qc/Cbfa2t3" 6
"2112" "salmon4" "BP" "GO:0043087" "regulation of GTPase activity" "16/209" "320/14705" 1.3826256112239e-05 0.00174859326045911 0.00145194006773434 "Dock10/Srgap2/Tbc1d10a/Arhgap27/Sema4d/Arhgap22/Sh3bp1/Rasal3/Tbc1d5/Arap3/Dock8/Garnl3/Tbc1d17/Arap1/Rasa3/Gmip" 16
"2214" "salmon4" "BP" "GO:0002449" "lymphocyte mediated immunity" "14/209" "251/14705" 1.44056140987839e-05 0.00174859326045911 0.00145194006773434 "Inpp5d/Fcgr3/Icosl/Stat6/Pik3r6/Stat5b/Prkcd/C1qc/Slc15a4/Pou2f2/Il4ra/Il21r/Rab27a/Was" 14
"2313" "salmon4" "BP" "GO:0051056" "regulation of small GTPase mediated signal transduction" "13/209" "218/14705" 1.44616774141241e-05 0.00174859326045911 0.00145194006773434 "Cyth4/Sh3bp1/Rasal3/Arap3/Psd4/Abl1/Garnl3/Dennd4b/Git2/Rasa3/Dnm2/Dennd4a/Ophn1" 13
"2411" "salmon4" "BP" "GO:1902105" "regulation of leukocyte differentiation" "15/209" "286/14705" 1.47573859021442e-05 0.00174859326045911 0.00145194006773434 "Inpp5d/Ikzf1/Pik3r6/Stat5b/Prkca/Syk/Zmiz1/Nfam1/Runx1/Abl1/Rassf2/C1qc/Sh2b3/Il4ra/Tfe3" 15
"2513" "salmon4" "BP" "GO:0046578" "regulation of Ras protein signal transduction" "12/209" "187/14705" 1.4955111849975e-05 0.00174859326045911 0.00145194006773434 "Cyth4/Sh3bp1/Rasal3/Arap3/Psd4/Abl1/Dennd4b/Git2/Rasa3/Dnm2/Dennd4a/Ophn1" 12
"2610" "salmon4" "BP" "GO:1902905" "positive regulation of supramolecular fiber organization" "11/209" "157/14705" 1.50242646305145e-05 0.00174859326045911 0.00145194006773434 "Psen1/Evl/Trim27/Abl1/Tgfbr1/Wasf2/Pxn/Limk1/Vasp/Smad3/Was" 11
