"","x"
"12472","633979"
"12473","634331"
"12474","634731"
"12475","635253"
"12476","635702"
"12477","636791"
"12478","637277"
"12479","637515"
"12480","638247"
"12481","63828"
"12482","63830"
"12483","638345"
"12484","638411"
"12485","63856"
"12486","63873"
"12487","63953"
"12488","63955"
"12489","63958"
"12490","63959"
"12491","63985"
"12492","63986"
"12493","63993"
"12494","640050"
"12495","64008"
"12496","64009"
"12497","64011"
"12498","64050"
"12499","64051"
"12500","64058"
"12501","64074"
"12502","64075"
"12503","64082"
"12504","64085"
"12505","64095"
"12506","64099"
"12507","64113"
"12508","641340"
"12509","64136"
"12510","641376"
"12511","64138"
"12512","64143"
"12513","641454"
"12514","64176"
"12515","64209"
"12516","64213"
"12517","64214"
"12518","64242"
"12519","64290"
"12520","64291"
"12521","64292"
"12522","64293"
"12523","64294"
"12524","64295"
"12525","64296"
"12526","64297"
"12527","64339"
"12528","64340"
"12529","64378"
"12530","64379"
"12531","64380"
"12532","64383"
"12533","64384"
"12534","64385"
"12535","64406"
"12536","64424"
"12537","64436"
"12538","64450"
"12539","64451"
"12540","64453"
"12541","64540"
"12542","64602"
"12543","64652"
"12544","64655"
"12545","64656"
"12546","64657"
"12547","64658"
"12548","64659"
"12549","64660"
"12550","64685"
"12551","64704"
"12552","64706"
"12553","64707"
"12554","64817"
"12555","64898"
"12556","64899"
"12557","64929"
"12558","64930"
"12559","64933"
"12560","64934"
"12561","64945"
"12562","65019"
"12563","65020"
"12564","65079"
"12565","65086"
"12566","65098"
"12567","65099"
"12568","65100"
"12569","65102"
"12570","65105"
"12571","65106"
"12572","65107"
"12573","65111"
"12574","65112"
"12575","65113"
"12576","65114"
"12577","65115"
"12578","65116"
"12579","65221"
"12580","65246"
"12581","65247"
"12582","65254"
"12583","65255"
"12584","65256"
"12585","65257"
"12586","652925"
"12587","653030"
"12588","654309"
"12589","654318"
"12590","654359"
"12591","654424"
"12592","654440"
"12593","654462"
"12594","654465"
"12595","654470"
"12596","654788"
"12597","654795"
"12598","654798"
"12599","654800"
"12600","654801"
"12601","654802"
"12602","654803"
"12603","654804"
"12604","654805"
"12605","654810"
"12606","654812"
"12607","654818"
"12608","654820"
"12609","654821"
"12610","654822"
"12611","654824"
"12612","65945"
"12613","65960"
"12614","65961"
"12615","65962"
"12616","65963"
"12617","65967"
"12618","65970"
"12619","65971"
"12620","65972"
"12621","65973"
"12622","66011"
"12623","66042"
"12624","66043"
"12625","66044"
"12626","66046"
"12627","66047"
"12628","66048"
"12629","66049"
"12630","66050"
"12631","66052"
"12632","66053"
"12633","66054"
"12634","66055"
"12635","66056"
"12636","66058"
"12637","66059"
"12638","66060"
"12639","66065"
"12640","66066"
"12641","66067"
"12642","66069"
"12643","66070"
"12644","66071"
"12645","66072"
"12646","66073"
"12647","66074"
"12648","66075"
"12649","66077"
"12650","66078"
"12651","66079"
"12652","66082"
"12653","66083"
"12654","66084"
"12655","66085"
"12656","66087"
"12657","66089"
"12658","66090"
"12659","66091"
"12660","66092"
"12661","66094"
"12662","66096"
"12663","66098"
"12664","66101"
"12665","66102"
"12666","66105"
"12667","66107"
"12668","66108"
"12669","66109"
"12670","66111"
"12671","66114"
"12672","66116"
"12673","66118"
"12674","66119"
"12675","66120"
"12676","66121"
"12677","66123"
"12678","66124"
"12679","66125"
"12680","66126"
"12681","66128"
"12682","66131"
"12683","66140"
"12684","66141"
"12685","66142"
"12686","66143"
"12687","66144"
"12688","66147"
"12689","66148"
"12690","66151"
"12691","66152"
"12692","66153"
"12693","66154"
"12694","66155"
"12695","66156"
"12696","66161"
"12697","66162"
"12698","66163"
"12699","66164"
"12700","66165"
"12701","66167"
"12702","66168"
"12703","66169"
"12704","66170"
"12705","66171"
"12706","66172"
"12707","66174"
"12708","66175"
"12709","66176"
"12710","66177"
"12711","66179"
"12712","66180"
"12713","66181"
"12714","66183"
"12715","66184"
"12716","66190"
"12717","66191"
"12718","66192"
"12719","66193"
"12720","66194"
"12721","66196"
"12722","66197"
"12723","66198"
"12724","66199"
"12725","66200"
"12726","66201"
"12727","66202"
"12728","66204"
"12729","66205"
"12730","66206"
"12731","66208"
"12732","66209"
"12733","66211"
"12734","66212"
"12735","66213"
"12736","66214"
"12737","66218"
"12738","66220"
"12739","66222"
"12740","66223"
"12741","66225"
"12742","66226"
"12743","66229"
"12744","66230"
"12745","66231"
"12746","66233"
"12747","66234"
"12748","66235"
"12749","66236"
"12750","66237"
"12751","66241"
"12752","66242"
"12753","66245"
"12754","66246"
"12755","66248"
"12756","66249"
"12757","66251"
"12758","66253"
"12759","66254"
"12760","66256"
"12761","66257"
"12762","66258"
"12763","66259"
"12764","66262"
"12765","66263"
"12766","66264"
"12767","66266"
"12768","66268"
"12769","66271"
"12770","66272"
"12771","66273"
"12772","66277"
"12773","66278"
"12774","66279"
"12775","66282"
"12776","66286"
"12777","66290"
"12778","66291"
"12779","66292"
"12780","66294"
"12781","66296"
"12782","66297"
"12783","66306"
"12784","66307"
"12785","66308"
"12786","66309"
"12787","66310"
"12788","66311"
"12789","66313"
"12790","66314"
"12791","66315"
"12792","66317"
"12793","66320"
"12794","66326"
"12795","66329"
"12796","66330"
"12797","66333"
"12798","66335"
"12799","66337"
"12800","66341"
"12801","66343"
"12802","66350"
"12803","66353"
"12804","66354"
"12805","66355"
"12806","66356"
"12807","66357"
"12808","66358"
"12809","66359"
"12810","66361"
"12811","66362"
"12812","66365"
"12813","66366"
"12814","66367"
"12815","66368"
"12816","66369"
"12817","66371"
"12818","66373"
"12819","66374"
"12820","66375"
"12821","66377"
"12822","66379"
"12823","66383"
"12824","66384"
"12825","66385"
"12826","66387"
"12827","66391"
"12828","66394"
"12829","66395"
"12830","66396"
"12831","66397"
"12832","66398"
"12833","66400"
"12834","66401"
"12835","66403"
"12836","66405"
"12837","66406"
"12838","66407"
"12839","66408"
"12840","66409"
"12841","66410"
"12842","66411"
"12843","66412"
"12844","66413"
"12845","66414"
"12846","66416"
"12847","66419"
"12848","66420"
"12849","66421"
"12850","66422"
"12851","66423"
"12852","66425"
"12853","66427"
"12854","66431"
"12855","66432"
"12856","66433"
"12857","66435"
"12858","66437"
"12859","66439"
"12860","66440"
"12861","66442"
"12862","66443"
"12863","66445"
"12864","66446"
"12865","66447"
"12866","66448"
"12867","66449"
"12868","66454"
"12869","66455"
"12870","66456"
"12871","66457"
"12872","66459"
"12873","66460"
"12874","66461"
"12875","66464"
"12876","66467"
"12877","66468"
"12878","66471"
"12879","66475"
"12880","664779"
"12881","66480"
"12882","66481"
"12883","66482"
"12884","66483"
"12885","664849"
"12886","664862"
"12887","66487"
"12888","66488"
"12889","66489"
"12890","664903"
"12891","66491"
"12892","66492"
"12893","66493"
"12894","66494"
"12895","664949"
"12896","66495"
"12897","66496"
"12898","664968"
"12899","66497"
"12900","66498"
"12901","664994"
"12902","66500"
"12903","665001"
"12904","66503"
"12905","665033"
"12906","66505"
"12907","665055"
"12908","66506"
"12909","66508"
"12910","66510"
"12911","66511"
"12912","665113"
"12913","665119"
"12914","66514"
"12915","66515"
"12916","665155"
"12917","66521"
"12918","665211"
"12919","66522"
"12920","66523"
"12921","66525"
"12922","66526"
"12923","66528"
"12924","66530"
"12925","665306"
"12926","66531"
"12927","66532"
"12928","66536"
"12929","66537"
"12930","665378"
"12931","66538"
"12932","66540"
"12933","66541"
"12934","66548"
"12935","66549"
"12936","66552"
"12937","66556"
"12938","665563"
"12939","665577"
"12940","665610"
"12941","665635"
"12942","66566"
"12943","66568"
"12944","66569"
"12945","66570"
"12946","66573"
"12947","66576"
"12948","665775"
"12949","66578"
"12950","66580"
"12951","66583"
"12952","66585"
"12953","66586"
"12954","66587"
"12955","66588"
"12956","66589"
"12957","66590"
"12958","665903"
"12959","66591"
"12960","66592"
"12961","66593"
"12962","665931"
"12963","665934"
"12964","66594"
"12965","66595"
"12966","66596"
"12967","66597"
"12968","66601"
"12969","66603"
"12970","666043"
"12971","666048"
"12972","66606"
"12973","666060"
"12974","66609"
"12975","66610"
"12976","66611"
"12977","666114"
"12978","66612"
"12979","66614"
"12980","66615"
"12981","66616"
"12982","66617"
"12983","666173"
"12984","66618"
"12985","666182"
"12986","666202"
"12987","66622"
"12988","66624"
"12989","666244"
"12990","66625"
"12991","66626"
"12992","666266"
"12993","66627"
"12994","66628"
"12995","66629"
"12996","66631"
"12997","666311"
"12998","66632"
"12999","666329"
"13000","66634"
"13001","66637"
"13002","666377"
"13003","66641"
"13004","66642"
"13005","66643"
"13006","66645"
"13007","666457"
"13008","666468"
"13009","66648"
"13010","66650"
"13011","666513"
"13012","666528"
"13013","666529"
"13014","66653"
"13015","66654"
"13016","66656"
"13017","66658"
"13018","666584"
"13019","66659"
"13020","66660"
"13021","66661"
"13022","66663"
"13023","666634"
"13024","66664"
"13025","66665"
"13026","66667"
"13027","666680"
"13028","666704"
"13029","66671"
"13030","66673"
"13031","666737"
"13032","66674"
"13033","666752"
"13034","66676"
"13035","66679"
"13036","666794"
"13037","66680"
"13038","666808"
"13039","66681"
"13040","66682"
"13041","66684"
"13042","66686"
"13043","66687"
"13044","66689"
"13045","666892"
"13046","666899"
"13047","66690"
"13048","666907"
"13049","66691"
"13050","666938"
"13051","66694"
"13052","66695"
"13053","66700"
"13054","66701"
"13055","667034"
"13056","66704"
"13057","66706"
"13058","66707"
"13059","66709"
"13060","667103"
"13061","66711"
"13062","667114"
"13063","667118"
"13064","66713"
"13065","66714"
"13066","66715"
"13067","66717"
"13068","667171"
"13069","66720"
"13070","667214"
"13071","66722"
"13072","66724"
"13073","66725"
"13074","667281"
"13075","66729"
"13076","66730"
"13077","66733"
"13078","66734"
"13079","66736"
"13080","667370"
"13081","667373"
"13082","667410"
"13083","667422"
"13084","66743"
"13085","66748"
"13086","667510"
"13087","66752"
"13088","66753"
"13089","66756"
"13090","66758"
"13091","667597"
"13092","66768"
"13093","66769"
"13094","66770"
"13095","66771"
"13096","667742"
"13097","66775"
"13098","66776"
"13099","667794"
"13100","667803"
"13101","667823"
"13102","66783"
"13103","66784"
"13104","66787"
"13105","66789"
"13106","66790"
"13107","66793"
"13108","667947"
"13109","66795"
"13110","66797"
"13111","66799"
"13112","66801"
"13113","668041"
"13114","66805"
"13115","66808"
"13116","66810"
"13117","668101"
"13118","66811"
"13119","66812"
"13120","668139"
"13121","668158"
"13122","668166"
"13123","66817"
"13124","668171"
"13125","668173"
"13126","66818"
"13127","668208"
"13128","66821"
"13129","668212"
"13130","668218"
"13131","66822"
"13132","668224"
"13133","668225"
"13134","66824"
"13135","668253"
"13136","66830"
"13137","668303"
"13138","66832"
"13139","66834"
"13140","66836"
"13141","66838"
"13142","66840"
"13143","66841"
"13144","66844"
"13145","66845"
"13146","66848"
"13147","668489"
"13148","66849"
"13149","668501"
"13150","66853"
"13151","66854"
"13152","668548"
"13153","66855"
"13154","66857"
"13155","668572"
"13156","66859"
"13157","66860"
"13158","66861"
"13159","66863"
"13160","66864"
"13161","66865"
"13162","66866"
"13163","668661"
"13164","66867"
"13165","66868"
"13166","66869"
"13167","66870"
"13168","66871"
"13169","66873"
"13170","66874"
"13171","66875"
"13172","66877"
"13173","66878"
"13174","66880"
"13175","66881"
"13176","66882"
"13177","668829"
"13178","66884"
"13179","66885"
"13180","66887"
"13181","668880"
"13182","66889"
"13183","66890"
"13184","668917"
"13185","66892"
"13186","66894"
"13187","668940"
"13188","66895"
"13189","66898"
"13190","66899"
"13191","66901"
"13192","66902"
"13193","66904"
"13194","66905"
"13195","66910"
"13196","66911"
"13197","66912"
"13198","66913"
"13199","66914"
"13200","66916"
"13201","66917"
"13202","66921"
"13203","66922"
"13204","66923"
"13205","66925"
"13206","66926"
"13207","66929"
"13208","66930"
"13209","66931"
"13210","66932"
"13211","66934"
"13212","66935"
"13213","66938"
"13214","66939"
"13215","66940"
"13216","66942"
"13217","66945"
"13218","66948"
"13219","66949"
"13220","66952"
"13221","66953"
"13222","66958"
"13223","66959"
"13224","66961"
"13225","66962"
"13226","66964"
"13227","66965"
"13228","66966"
"13229","66967"
"13230","669675"
"13231","66968"
"13232","66970"
"13233","66971"
"13234","66972"
"13235","66973"
"13236","66975"
"13237","66977"
"13238","66978"
"13239","66979"
"13240","66980"
"13241","66983"
"13242","66985"
"13243","66988"
"13244","66989"
"13245","66990"
"13246","66991"
"13247","66993"
"13248","66994"
"13249","66995"
"13250","66997"
"13251","66998"
"13252","66999"
"13253","67003"
"13254","67005"
"13255","67006"
"13256","67008"
"13257","67009"
"13258","67010"
"13259","67011"
"13260","67013"
"13261","67015"
"13262","67016"
"13263","67017"
"13264","67019"
"13265","67020"
"13266","67023"
"13267","67025"
"13268","67026"
"13269","67027"
"13270","67030"
"13271","67031"
"13272","67035"
"13273","670358"
"13274","67036"
"13275","67037"
"13276","67039"
"13277","67040"
"13278","67041"
"13279","67042"
"13280","67043"
"13281","67044"
"13282","67045"
"13283","67046"
"13284","67048"
"13285","67049"
"13286","67050"
"13287","67052"
"13288","67053"
"13289","67054"
"13290","67057"
"13291","67059"
"13292","67062"
"13293","67064"
"13294","67065"
"13295","67067"
"13296","67068"
"13297","67070"
"13298","67071"
"13299","67072"
"13300","67073"
"13301","67074"
"13302","67075"
"13303","67078"
"13304","67080"
"13305","67085"
"13306","67087"
"13307","67088"
"13308","67089"
"13309","67091"
"13310","67092"
"13311","67095"
"13312","67096"
"13313","67097"
"13314","67099"
"13315","67101"
"13316","67102"
"13317","67103"
"13318","67105"
"13319","67106"
"13320","67109"
"13321","67111"
"13322","67115"
"13323","67116"
"13324","67117"
"13325","67118"
"13326","67119"
"13327","67121"
"13328","67122"
"13329","67123"
"13330","67125"
"13331","67126"
"13332","67128"
"13333","67130"
"13334","67131"
"13335","671336"
"13336","67134"
"13337","67136"
"13338","67138"
"13339","67139"
"13340","67141"
"13341","67143"
"13342","67144"
"13343","67145"
"13344","67149"
"13345","67150"
"13346","67151"
"13347","67153"
"13348","67154"
"13349","67155"
"13350","67158"
"13351","67160"
"13352","67161"
"13353","67163"
"13354","67164"
"13355","671650"
"13356","67166"
"13357","67168"
"13358","67169"
"13359","67170"
"13360","67171"
"13361","67177"
"13362","67178"
"13363","67179"
"13364","67180"
"13365","67181"
"13366","67182"
"13367","67184"
"13368","67186"
"13369","67187"
"13370","67188"
"13371","67194"
"13372","67196"
"13373","67197"
"13374","67198"
"13375","67199"
"13376","67200"
"13377","67201"
"13378","67203"
"13379","67204"
"13380","67207"
"13381","67210"
"13382","67211"
"13383","67212"
"13384","67213"
"13385","67216"
"13386","67217"
"13387","67219"
"13388","67220"
"13389","67222"
"13390","67223"
"13391","67224"
"13392","67225"
"13393","67226"
"13394","67228"
"13395","67229"
"13396","67231"
"13397","67235"
"13398","67236"
"13399","67238"
"13400","67239"
"13401","67241"
"13402","67242"
"13403","672445"
"13404","67245"
"13405","67248"
"13406","67249"
"13407","672511"
"13408","67252"
"13409","67255"
"13410","67260"
"13411","67261"
"13412","67263"
"13413","67264"
"13414","67267"
"13415","67268"
"13416","67269"
"13417","67270"
"13418","67272"
"13419","67273"
"13420","67276"
"13421","672763"
"13422","67278"
"13423","67279"
"13424","67281"
"13425","67285"
"13426","67286"
"13427","67287"
"13428","67288"
"13429","67289"
"13430","67291"
"13431","67292"
"13432","67293"
"13433","67295"
"13434","67296"
"13435","67298"
"13436","67299"
"13437","67300"
"13438","67302"
"13439","67303"
"13440","67305"
"13441","67306"
"13442","67308"
"13443","673094"
"13444","67311"
"13445","67317"
"13446","67326"
"13447","67329"
"13448","67330"
"13449","67331"
"13450","67332"
"13451","67333"
"13452","67337"
"13453","67338"
"13454","67341"
"13455","67345"
"13456","67349"
"13457","67350"
"13458","67367"
"13459","67369"
"13460","67370"
"13461","67371"
"13462","67374"
"13463","67375"
"13464","67378"
"13465","67379"
"13466","67381"
"13467","67382"
"13468","67383"
"13469","67384"
"13470","67387"
"13471","67391"
"13472","67392"
"13473","67393"
"13474","67397"
"13475","67398"
"13476","67399"
"13477","67405"
"13478","67412"
"13479","67414"
"13480","67416"
"13481","67417"
"13482","67418"
"13483","67420"
"13484","67422"
"13485","67425"
"13486","67427"
"13487","67429"
"13488","67430"
"13489","67433"
"13490","67434"
"13491","67437"
"13492","67439"
"13493","67440"
"13494","67441"
"13495","67442"
"13496","67443"
"13497","67444"
"13498","67445"
"13499","67446"
"13500","67448"
"13501","67451"
"13502","67452"
"13503","67453"
"13504","67454"
"13505","67455"
"13506","67456"
"13507","67457"
"13508","67458"
"13509","67459"
"13510","67460"
"13511","67464"
"13512","67465"
"13513","67466"
"13514","67467"
"13515","67468"
"13516","67469"
"13517","67471"
"13518","67472"
"13519","67474"
"13520","67477"
"13521","67480"
"13522","67484"
"13523","67486"
"13524","67487"
"13525","67488"
"13526","67489"
"13527","674895"
"13528","67490"
"13529","67492"
"13530","67493"
"13531","67495"
"13532","67498"
"13533","67500"
"13534","67501"
"13535","67503"
"13536","67509"
"13537","67510"
"13538","67511"
"13539","67512"
"13540","67513"
"13541","67515"
"13542","67516"
"13543","67518"
"13544","67525"
"13545","67526"
"13546","67528"
"13547","67529"
"13548","67530"
"13549","67531"
"13550","67532"
"13551","67533"
"13552","67538"
"13553","67542"
"13554","67547"
"13555","67548"
"13556","67549"
"13557","67553"
"13558","67556"
"13559","67557"
"13560","67561"
"13561","67568"
"13562","67569"
"13563","67573"
"13564","67574"
"13565","67578"
"13566","67579"
"13567","67580"
"13568","67581"
"13569","675812"
"13570","67582"
"13571","67586"
"13572","67588"
"13573","67590"
"13574","67596"
"13575","67602"
"13576","67603"
"13577","67604"
"13578","67605"
"13579","67606"
"13580","67607"
"13581","67608"
"13582","67609"
"13583","67610"
"13584","67615"
"13585","67618"
"13586","67619"
"13587","67620"
"13588","67621"
"13589","67622"
"13590","67628"
"13591","67629"
"13592","67630"
"13593","67640"
"13594","67642"
"13595","67644"
"13596","67647"
"13597","67652"
"13598","676527"
"13599","67655"
"13600","67656"
"13601","67657"
"13602","67659"
"13603","67661"
"13604","67664"
"13605","67665"
"13606","67666"
"13607","67667"
"13608","67671"
"13609","67672"
"13610","67674"
"13611","67675"
"13612","67676"
"13613","67678"
"13614","67680"
"13615","67681"
"13616","67683"
"13617","67689"
"13618","67692"
"13619","67693"
"13620","67695"
"13621","67698"
"13622","67701"
"13623","67702"
"13624","67703"
"13625","67704"
"13626","67705"
"13627","67706"
"13628","67707"
"13629","67708"
"13630","67710"
"13631","67711"
"13632","67712"
"13633","67713"
"13634","677156"
"13635","677168"
"13636","67723"
"13637","67724"
"13638","67725"
"13639","67726"
"13640","67727"
"13641","67728"
"13642","677289"
"13643","67729"
"13644","67731"
"13645","67732"
"13646","67733"
"13647","67735"
"13648","67736"
"13649","67737"
"13650","67739"
"13651","67742"
"13652","67745"
"13653","67746"
"13654","67747"
"13655","67749"
"13656","67755"
"13657","67759"
"13658","67760"
"13659","67763"
"13660","67765"
"13661","67767"
"13662","67768"
"13663","67769"
"13664","67770"
"13665","67771"
"13666","67772"
"13667","67773"
"13668","67774"
"13669","67775"
"13670","67776"
"13671","67778"
"13672","67781"
"13673","67784"
"13674","67785"
"13675","67788"
"13676","677884"
"13677","67789"
"13678","67790"
"13679","67791"
"13680","67792"
"13681","67795"
"13682","67797"
"13683","67800"
"13684","67801"
"13685","67803"
"13686","67804"
"13687","67808"
"13688","67809"
"13689","67811"
"13690","67812"
"13691","67815"
"13692","67819"
"13693","67824"
"13694","67826"
"13695","67830"
"13696","67832"
"13697","67834"
"13698","67836"
"13699","67838"
"13700","67839"
"13701","67840"
"13702","67841"
"13703","67842"
"13704","67843"
"13705","67844"
"13706","67845"
"13707","67846"
"13708","67847"
"13709","67849"
"13710","67855"
"13711","67856"
"13712","67857"
"13713","67860"
"13714","67861"
"13715","67862"
"13716","67863"
"13717","67864"
"13718","67865"
"13719","67866"
"13720","67867"
"13721","67869"
"13722","67870"
"13723","67871"
"13724","67872"
"13725","67873"
"13726","67874"
"13727","67876"
"13728","67877"
"13729","67878"
"13730","67880"
"13731","67881"
"13732","67883"
"13733","67886"
"13734","67887"
"13735","67888"
"13736","67889"
"13737","67890"
"13738","67891"
"13739","67892"
"13740","67893"
"13741","67895"
"13742","67896"
"13743","67897"
"13744","67898"
"13745","67899"
"13746","67900"
"13747","67902"
"13748","67903"
"13749","67905"
"13750","67911"
"13751","67912"
"13752","67914"
"13753","67916"
"13754","67917"
"13755","67920"
"13756","67921"
"13757","67922"
"13758","67933"
"13759","67935"
"13760","67936"
"13761","67937"
"13762","67938"
"13763","67939"
"13764","67941"
"13765","67942"
"13766","67945"
"13767","67946"
"13768","67948"
"13769","67949"
"13770","67951"
"13771","67952"
"13772","67955"
"13773","67956"
"13774","67958"
"13775","67959"
"13776","67963"
"13777","67967"
"13778","67968"
"13779","67971"
"13780","67972"
"13781","67973"
"13782","67974"
"13783","67976"
"13784","67978"
"13785","67979"
"13786","67980"
"13787","67981"
"13788","67983"
"13789","67988"
"13790","67991"
"13791","67993"
"13792","67996"
"13793","67997"
"13794","68002"
"13795","68010"
"13796","68011"
"13797","68015"
"13798","68017"
"13799","68021"
"13800","68023"
"13801","68027"
"13802","68028"
"13803","68031"
"13804","68032"
"13805","68033"
"13806","68034"
"13807","68035"
"13808","68036"
"13809","68038"
"13810","68040"
"13811","68041"
"13812","68043"
"13813","68044"
"13814","68046"
"13815","68047"
"13816","68050"
"13817","68051"
"13818","68052"
"13819","68053"
"13820","68058"
"13821","68059"
"13822","68066"
"13823","68070"
"13824","68074"
"13825","68075"
"13826","68079"
"13827","68080"
"13828","68087"
"13829","68089"
"13830","68090"
"13831","68092"
"13832","68094"
"13833","68095"
"13834","68097"
"13835","68098"
"13836","68106"
"13837","68108"
"13838","68117"
"13839","68118"
"13840","68119"
"13841","68126"
"13842","68127"
"13843","68128"
"13844","68133"
"13845","68134"
"13846","68135"
"13847","68137"
"13848","68140"
"13849","68142"
"13850","68144"
"13851","68145"
"13852","68146"
"13853","68147"
"13854","68149"
"13855","68151"
"13856","68152"
"13857","68153"
"13858","68159"
"13859","68161"
"13860","68162"
"13861","68166"
"13862","68169"
"13863","68172"
"13864","68173"
"13865","68177"
"13866","68178"
"13867","68180"
"13868","68183"
"13869","68184"
"13870","68185"
"13871","68187"
"13872","68188"
"13873","68190"
"13874","68192"
"13875","68193"
"13876","68194"
"13877","68195"
"13878","68196"
"13879","68197"
"13880","68198"
"13881","68201"
"13882","68202"
"13883","68203"
"13884","68204"
"13885","68205"
"13886","68209"
"13887","68212"
"13888","68215"
"13889","68219"
"13890","68226"
"13891","68230"
"13892","68232"
"13893","68233"
"13894","68235"
"13895","68236"
"13896","68240"
"13897","68251"
"13898","68259"
"13899","68260"
"13900","68262"
"13901","68263"
"13902","68267"
"13903","68268"
"13904","68270"
"13905","68271"
"13906","68273"
"13907","68275"
"13908","68276"
"13909","68277"
"13910","68281"
"13911","68283"
"13912","68285"
"13913","68291"
"13914","68292"
"13915","68294"
"13916","68295"
"13917","68298"
"13918","68299"
"13919","68303"
"13920","68310"
"13921","68311"
"13922","68312"
"13923","68316"
"13924","68318"
"13925","68327"
"13926","68328"
"13927","68332"
"13928","68337"
"13929","68338"
"13930","68339"
"13931","68342"
"13932","68346"
"13933","68349"
"13934","68350"
"13935","68355"
"13936","68364"
"13937","68365"
"13938","68366"
"13939","68371"
"13940","68375"
"13941","68379"
"13942","68385"
"13943","68386"
"13944","68393"
"13945","68394"
"13946","68396"
"13947","68400"
"13948","68401"
"13949","68404"
"13950","68420"
"13951","68421"
"13952","68423"
"13953","68427"
"13954","68428"
"13955","68436"
"13956","68441"
"13957","68449"
"13958","68458"
"13959","68463"
"13960","68465"
"13961","68469"
"13962","68472"
"13963","68473"
"13964","68475"
"13965","68477"
"13966","68479"
"13967","68480"
"13968","68481"
"13969","68487"
"13970","68488"
"13971","68490"
"13972","68493"
"13973","68497"
"13974","68498"
"13975","68499"
"13976","68501"
"13977","68505"
"13978","68507"
"13979","68509"
"13980","68510"
"13981","68512"
"13982","68514"
"13983","68515"
"13984","68519"
"13985","68520"
"13986","68524"
"13987","68525"
"13988","68526"
"13989","68527"
"13990","68533"
"13991","68537"
"13992","68539"
"13993","68545"
"13994","68550"
"13995","68552"
"13996","68554"
"13997","68558"
"13998","68559"
"13999","68563"
"14000","68564"
"14001","68565"
"14002","68566"
"14003","68567"
"14004","68576"
"14005","68581"
"14006","68585"
"14007","68588"
"14008","68591"
"14009","68592"
"14010","68597"
"14011","68598"
"14012","68603"
"14013","68606"
"14014","68607"
"14015","68611"
"14016","68612"
"14017","68614"
"14018","68616"
"14019","68617"
"14020","68625"
"14021","68628"
"14022","68631"
"14023","68632"
"14024","68634"
"14025","68636"
"14026","68642"
"14027","68644"
"14028","68646"
"14029","68652"
"14030","68653"
"14031","68655"
"14032","68662"
"14033","68666"
"14034","68667"
"14035","68671"
"14036","68675"
"14037","68680"
"14038","68682"
"14039","68691"
"14040","68693"
"14041","68695"
"14042","68701"
"14043","68703"
"14044","68705"
"14045","68708"
"14046","68709"
"14047","68718"
"14048","68721"
"14049","68724"
"14050","68728"
"14051","68729"
"14052","68730"
"14053","68731"
"14054","68735"
"14055","68736"
"14056","68737"
"14057","68738"
"14058","68742"
"14059","68743"
"14060","68744"
"14061","68750"
"14062","68753"
"14063","68755"
"14064","68758"
"14065","68760"
"14066","68763"
"14067","68764"
"14068","68770"
"14069","68774"
"14070","68777"
"14071","68778"
"14072","68789"
"14073","68790"
"14074","68792"
"14075","68794"
"14076","68795"
"14077","68796"
"14078","68799"
"14079","68800"
"14080","68801"
"14081","68808"
"14082","68810"
"14083","68813"
"14084","68815"
"14085","68816"
"14086","68817"
"14087","68818"
"14088","68828"
"14089","68832"
"14090","68833"
"14091","68836"
"14092","68837"
"14093","68839"
"14094","68841"
"14095","68842"
"14096","68845"
"14097","68846"
"14098","68854"
"14099","68857"
"14100","68859"
"14101","68865"
"14102","68867"
"14103","68870"
"14104","68874"
"14105","68875"
"14106","68877"
"14107","68879"
"14108","68888"
"14109","68889"
"14110","68891"
"14111","68895"
"14112","68897"
"14113","68904"
"14114","68910"
"14115","68911"
"14116","68915"
"14117","68916"
"14118","68917"
"14119","68918"
"14120","68920"
"14121","68925"
"14122","68926"
"14123","68929"
"14124","68936"
"14125","68938"
"14126","68939"
"14127","68942"
"14128","68943"
"14129","68944"
"14130","68947"
"14131","68948"
"14132","68949"
"14133","68953"
"14134","68955"
"14135","68957"
"14136","68961"
"14137","68964"
"14138","68966"
"14139","68968"
"14140","68970"
"14141","68971"
"14142","68972"
"14143","68977"
"14144","68979"
"14145","68980"
"14146","68981"
"14147","68982"
"14148","68986"
"14149","68988"
"14150","68991"
"14151","68992"
"14152","68994"
"14153","68995"
"14154","68999"
"14155","69002"
"14156","69008"
"14157","69009"
"14158","69010"
"14159","69017"
"14160","69019"
"14161","69020"
"14162","69024"
"14163","69028"
"14164","69029"
"14165","69030"
"14166","69032"
"14167","69034"
"14168","69035"
"14169","69038"
"14170","69046"
"14171","69047"
"14172","69048"
"14173","69049"
"14174","69050"
"14175","69051"
"14176","69053"
"14177","69060"
"14178","69064"
"14179","69065"
"14180","69066"
"14181","69071"
"14182","69072"
"14183","69073"
"14184","69076"
"14185","69077"
"14186","69080"
"14187","69082"
"14188","69083"
"14189","69085"
"14190","69086"
"14191","69089"
"14192","69090"
"14193","69091"
"14194","69094"
"14195","69101"
"14196","69106"
"14197","69108"
"14198","69113"
"14199","69116"
"14200","69120"
"14201","69121"
"14202","69123"
"14203","69125"
"14204","69129"
"14205","69131"
"14206","69134"
"14207","69136"
"14208","69137"
"14209","69142"
"14210","69146"
"14211","69149"
"14212","69150"
"14213","69151"
"14214","69155"
"14215","69156"
"14216","69159"
"14217","69161"
"14218","69162"
"14219","69163"
"14220","69165"
