"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","description","entrez","result"
179.778829702108,-1.13813557793638,0.32550057629764,-3.49657008562609,0.000471280677078491,0.0034665549236974,"Elovl2","elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 2","54326","HPP_vs_CTX"
6637.2050776146,-1.11963025739654,0.126287647716326,-8.86571472066304,7.60148734004067e-19,5.85434706801156e-17,"Tlr12","toll-like receptor 12","384059","HPP_vs_CTX"
95.6614506210713,-1.11706408377081,0.355748286140174,-3.14004066158917,0.00168924386370871,0.0102030119914334,"Asgr2","asialoglycoprotein receptor 2","11890","HPP_vs_CTX"
212.158498350909,-1.09381163743365,0.390691454796559,-2.79968149803333,0.00511530508355075,0.0257882844897765,"Neurl1b","neuralized E3 ubiquitin protein ligase 1B","240055","HPP_vs_CTX"
742.675084267732,-1.06603865363309,0.333257691189707,-3.19884186266613,0.00137980832310456,0.00859238260648525,"Gm11545","predicted gene 11545","217122","HPP_vs_CTX"
1412.96534832619,-1.06531281750229,0.154409524395575,-6.89926882212984,5.22708752967373e-12,1.85181455483077e-10,"Abcg3","ATP binding cassette subfamily G member 3","27405","HPP_vs_CTX"
466.296543197505,-1.05977204250659,0.369416769236802,-2.8687708051154,0.00412070277719557,0.0215219891662148,"Btbd17","BTB (POZ) domain containing 17","72014","HPP_vs_CTX"
1152.39412203205,-1.03501349375484,0.247200538544908,-4.18693866869069,2.82742187536027e-05,0.000290112244557108,"Usp35","ubiquitin specific peptidase 35","244144","HPP_vs_CTX"
64.4695715358819,-1.02346767327813,0.277213457798152,-3.69198408117456,0.000222511395247432,0.0018057619893362,"LOC108168940",NA,NA,"HPP_vs_CTX"
457.799541773883,-1.02212600602255,0.35664333125131,-2.8659613581904,0.00415744989584263,0.0217004851916672,"Cxcl14","chemokine (C-X-C motif) ligand 14","57266","HPP_vs_CTX"
326.815179783567,-1.01809420235171,0.280494441518177,-3.62964127503301,0.000283815365613112,0.0022380179680176,"Tnfsf13","tumor necrosis factor (ligand) superfamily, member 13","69583","HPP_vs_CTX"
143.478412442961,-1.00160417506977,0.389056207351019,-2.574445944172,0.0100400773908669,0.0446340196123753,"Dpep2","dipeptidase 2","319446","HPP_vs_CTX"
400.434446312112,-1.00138206184239,0.369702763809758,-2.70861394576343,0.00675649069353317,0.0323703518966053,"Cebpb","CCAAT/enhancer binding protein (C/EBP), beta","12608","HPP_vs_CTX"
74.5175196951127,-1.00092673679051,0.330707706523837,-3.02662053845534,0.00247304197063195,0.0140389732348312,"Gm32633","predicted gene, 32633","102635243","HPP_vs_CTX"
416.374593758585,-0.982720704547388,0.214255278786333,-4.58668141160438,4.50347094758612e-06,5.6178061084325e-05,"Ly6g6e","lymphocyte antigen 6 complex, locus G6E","70274","HPP_vs_CTX"
790.101472313657,-0.977722526941551,0.366088586816377,-2.67072660047705,0.00756872659526491,0.0355615295359157,"Mmp9","matrix metallopeptidase 9","17395","HPP_vs_CTX"
